gene	log2FoldChange
Fibp	-0.372929126
CG4836	-0.372837864
CG15365	-0.372833852
Cpr60D	-0.372820718
nct	-0.372511679
Vps25	-0.372459366
CG15203	-0.372133003
Lgr1	-0.371725072
CG10053	-0.371541263
CR45601	-0.371475301
CG8008	-0.371467043
CG15047	-0.371163305
CG15863	-0.371082594
His2Av	-0.371077707
CG4866	-0.370978446
CG11164	-0.370952687
CG11367	-0.370643121
Awh	-0.370428358
CG7646	-0.370404264
CG14817	-0.369822525
CR45981	-0.369553883
tkv	-0.36942337
VepD	-0.369345368
CG31999	-0.369254203
SMC2	-0.36912702
CG4302	-0.369032903
CG2656	-0.368951056
CG34117	-0.368549395
CG7456	-0.368523118
Act57B	-0.367985288
thoc7	-0.367958993
Pms2	-0.367820464
sNPF	-0.367603048
CG17260	-0.366846345
Galphaq	-0.366815912
CG31546	-0.366336779
Aos1	-0.366198632
papi	-0.366072713
MtnA	-0.365848635
ft	-0.365660443
CG7818	-0.365632167
CG18528	-0.365393424
dnt	-0.365369087
CG7834	-0.365358251
ND-51	-0.364976126
CG6951	-0.364483179
CG3552	-0.364185211
CG12007	-0.364057365
CG34150	-0.363864959
CG17612	-0.363652095
CG5676	-0.363312995
sens-2	-0.363017624
CG3630	-0.362952083
Mt2	-0.362924748
Gld2	-0.362814968
CG16786	-0.362011942
CG12239	-0.361899587
CG7849	-0.361806465
cic	-0.361794747
CG2941	-0.361677636
CG13293	-0.361504847
GC	-0.361479373
Ugt86De	-0.361338453
CG7741	-0.360535791
CG9766	-0.360506241
Ssadh	-0.360014944
CG10214	-0.359873399
Dlip3	-0.359662453
Oatp30B	-0.359610387
CG9752	-0.359533456
kar	-0.359474776
CG45071	-0.359449346
CR45305	-0.359227415
CG3238	-0.358985082
mRpS18C	-0.358821386
grim	-0.358748996
cort	-0.358550947
CG34253	-0.358225992
CG42372	-0.357908895
svr	-0.357752824
FK506-bp1	-0.357696189
CR44294	-0.357136578
CG14989	-0.35712452
CG9154	-0.356999316
CG10340	-0.356949953
CG34377	-0.356513011
Snap25	-0.356467108
CG17322	-0.356195858
CR45350	-0.35570443
GABA-B-R2	-0.355318871
CG4291	-0.354370911
mRpL19	-0.354174643
Iswi	-0.353458593
CG3631	-0.353327058
CG17270	-0.353092612
mir-4961	-0.352939746
ninaD	-0.3528002
CG18367	-0.35228259
ex	-0.352001633
CG42727	-0.351991563
SmE	-0.351964244
Jheh1	-0.351907657
cta	-0.351751166
barr	-0.351607611
RpI12	-0.35146987
CG7137	-0.351269199
CG6908	-0.351111403
Rcd4	-0.350940299
CG13587	-0.350885171
CG1407	-0.350785752
Fdx1	-0.350316428
Ask1	-0.350313643
Nup98-96	-0.350212698
CG34331	-0.349808145
kune	-0.349674914
CG6465	-0.34959867
CG13920	-0.349421007
CG33632	-0.349315119
CG15891	-0.348625223
OSCP1	-0.3485506
Fancm	-0.348409079
Arl4	-0.348301768
Tfb4	-0.348219501
dpr9	-0.348192983
CG6950	-0.348065836
cbc	-0.348020297
Ktl	-0.347952367
Csas	-0.347666479
Ced-12	-0.347064451
CG12948	-0.346546875
Orcokinin	-0.346343858
CG4461	-0.346294505
mRpL46	-0.346137832
CG14024	-0.345923493
CG2931	-0.345181801
CG3071	-0.345070604
Tsp42Eh	-0.344991116
CG15561	-0.34479083
CG6310	-0.34473413
Cyp28d1	-0.344578536
CG2187	-0.344327888
Mys45A	-0.344323656
Adk1	-0.344134626
Ref1	-0.343720984
CG8927	-0.343655032
CG31226	-0.343385058
Best1	-0.343328918
CG31706	-0.343314058
Mesh1	-0.343244876
CG15445	-0.342623169
Ddx1	-0.342498604
CG15767	-0.342416341
Mur2B	-0.342166562
CG17683	-0.342052075
CG1927	-0.341947912
CG5381	-0.340663235
CG14787	-0.340404149
CG15443	-0.340331602
CG14777	-0.339935458
CG11378	-0.339767003
CG8891	-0.339753642
CCAP	-0.339538183
CG31161	-0.339393816
Atu	-0.339380583
CR44965	-0.338959035
Tsp97E	-0.338835083
CG15456	-0.338699128
CG32856	-0.338601537
CG4577	-0.338360164
CR43417	-0.338191857
Lkb1	-0.338009267
Ykt6	-0.33730249
CG11808	-0.337037955
CG9267	-0.337031299
CG18508	-0.33700779
CG34136	-0.33613152
holn1	-0.335921645
CG13288	-0.335653078
CG14117	-0.335521233
twe	-0.335421167
CG13163	-0.335335597
gt	-0.335324734
CG9272	-0.33526988
CG8861	-0.33516328
CG8441	-0.335036936
CG42346	-0.334924521
CG44194	-0.334115
dan	-0.334090848
CG7231	-0.333762446
TBPH	-0.333678124
hd	-0.333576016
HP1c	-0.33350702
CG4629	-0.333376567
PPO2	-0.33326593
mle	-0.333018474
CG1227	-0.332695944
Syt4	-0.332677286
oaf	-0.332544703
Vps51	-0.332484855
CG46321	-0.332428328
GstZ2	-0.332229414
CG15522	-0.332114785
CG34409	-0.332056057
Rca1	-0.331964753
Rab3	-0.331896985
CG8032	-0.331858629
CR45009	-0.33162735
Obp83ef	-0.331280651
slif	-0.331152062
spag	-0.331142417
Cpsf100	-0.330834359
Cyp301a1	-0.330735677
Adat1	-0.330422808
Dip-C	-0.330381432
alphaTub67C	-0.329925146
CG10560	-0.329538439
Shc	-0.329494221
CG11562	-0.329352217
Cdc2rk	-0.329293131
Sas-6	-0.328943465
Anp	-0.328862135
CG3184	-0.328784711
CG14687	-0.328613276
Rlb1	-0.328212224
CG15643	-0.328074264
Traf4	-0.328004422
CG10581	-0.327895339
CG8319	-0.327577921
CG17977	-0.327486467
CG5895	-0.327298993
GLaz	-0.327114582
hoip	-0.32624996
Rh5	-0.326126253
CYLD	-0.326112741
CR46204	-0.326094355
CG9328	-0.325768899
CG14153	-0.325681623
CR46135	-0.325040996
CG17359	-0.324849231
CG12129	-0.324468911
Smyd3	-0.324361408
MED18	-0.324296958
CG18304	-0.324272867
CR32194	-0.324146217
Pcmt	-0.32413785
qvr	-0.323946858
l(3)j2D3	-0.323387994
Tsp42Ek	-0.323331947
CG6300	-0.323258438
Cyp309a2	-0.322968605
CG12783	-0.322095631
CR45184	-0.321813921
CG2100	-0.321761997
ste24a	-0.321244807
wrapper	-0.321213744
CG1113	-0.321077005
CG10550	-0.320987863
Uev1A	-0.32093049
CG5644	-0.320862441
Syngr	-0.32060554
Sema1b	-0.320358717
Sec3	-0.320307648
alphaSnap	-0.320292662
CalpC	-0.32010416
Prosalpha7	-0.320064277
CG32533	-0.319739033
Chrac-16	-0.319557983
CG14086	-0.319531176
Rop	-0.318973819
mael	-0.318913627
opa	-0.318655065
IleRS-m	-0.318598613
CG32544	-0.318486826
CG33939	-0.318411323
CG13437	-0.318317712
CG34195	-0.317978197
CG11964	-0.317281845
CG11211	-0.317263071
CG14463	-0.316657595
MagR	-0.316424291
Tango11	-0.316139544
CG9125	-0.315905767
Su(P)	-0.315596355
CG9657	-0.315573641
CG14543	-0.315546444
CG6808	-0.315503178
CG42340	-0.315364047
CG5418	-0.31535212
CG13743	-0.314997547
CG10417	-0.314869331
CG13900	-0.314795887
Set	-0.314707164
tal-AA	-0.314569296
CG6125	-0.314218726
Ggt-1	-0.313872107
Bap55	-0.313565278
CR43423	-0.313523695
Sps2	-0.313350903
IntS14	-0.313228506
CG42741	-0.313134498
crn	-0.313094712
vito	-0.312977586
CG12099	-0.31292884
ppk	-0.312364178
CG8916	-0.312167199
CG10904	-0.311789482
CG32112	-0.311750996
eIF-4B	-0.31120864
Drep3	-0.310773124
RanGAP	-0.310612082
CG34116	-0.310610727
CG17807	-0.310429866
CG14182	-0.310166616
CG5828	-0.309935688
beat-IIa	-0.309931998
CG7408	-0.309610271
mu2	-0.309012338
CG10958	-0.308925469
E23	-0.308918238
rhea	-0.308915954
CG12716	-0.308724763
CG43110	-0.308568812
CG8038	-0.308309435
CG6126	-0.308126813
CG1103	-0.307913428
CG6470	-0.307666516
ND-23	-0.307537247
SLIRP2	-0.307510464
CG15534	-0.30718996
CG14903	-0.307155113
mRpS31	-0.307037804
CG10194	-0.306982817
CR45914	-0.30695867
RpII15	-0.306561657
lox	-0.30655834
DIP-zeta	-0.306385435
cbx	-0.306351962
fw	-0.306203081
Esyt2	-0.30573696
Rpn3	-0.305390929
CG3797	-0.305354457
CR43428	-0.304978368
cup	-0.30470016
CG12883	-0.304643062
CR45347	-0.304353998
CG32850	-0.304350314
Rsf1	-0.30417306
Uhg4	-0.304061595
CG17684	-0.303912836
EndoB	-0.303904796
I-3	-0.303778417
HtrA2	-0.303709957
Rpn12	-0.303660173
CG42553	-0.303651862
ImpL2	-0.303644216
scaf	-0.30345638
PGAP3	-0.30344224
CG1674	-0.303335006
PIP4K	-0.303248418
CG5131	-0.303023561
Obp57d	-0.302901623
hts	-0.302834332
CG43367	-0.302547473
ato	-0.301740464
ITP	-0.301592787
CG6204	-0.3015448
CG7011	-0.301271615
mRpS26	-0.300535846
CG31957	-0.300305186
CR44498	-0.300227691
CG8173	-0.300116382
Rab1	-0.299999847
beat-IIIa	-0.299677306
ArgRS-m	-0.299202698
CR46064	-0.299192485
RpS26	-0.298679653
HmgZ	-0.298538249
CG8245	-0.298404519
Rpn6	-0.298161248
CG12084	-0.298045219
Synd	-0.297892625
CG8777	-0.297595753
mtSSB	-0.297499522
Adgf-A	-0.297465593
CG31875	-0.296924502
Atg5	-0.296866302
CkIIalpha-i1	-0.296746498
CR44317	-0.296361523
IscU	-0.296329808
Cep97	-0.296204698
CG14965	-0.296126135
Cnx99A	-0.296021673
Wwox	-0.295537241
Oseg1	-0.295481476
CR43468	-0.295426203
CG17386	-0.294873643
galla-2	-0.294624273
mRpS17	-0.294585699
CG2453	-0.294402702
CdsA	-0.294368449
Ank2	-0.294279374
CR45919	-0.2939853
Rad51D	-0.293963021
mRpS23	-0.293956053
IntS3	-0.293821206
uri	-0.293508373
lap	-0.293288136
NfI	-0.293274003
CG15646	-0.29308097
CG13123	-0.293065731
CG8321	-0.293033535
CR43730	-0.292975859
O-fut1	-0.292884703
Srp14	-0.292772621
orb	-0.292770459
CG31211	-0.292450998
CG34310	-0.292301265
CG17026	-0.29197532
CG7886	-0.291707416
CG4822	-0.291612193
CG4797	-0.291416378
CR44567	-0.291327807
CR45604	-0.29110734
CG6967	-0.290969797
CG14286	-0.290963133
Rpb5	-0.290888376
Trissin	-0.29077447
CG11601	-0.290705744
CG3603	-0.290518126
shams	-0.290341888
CG17249	-0.290310944
CG4159	-0.290238106
Klp98A	-0.290101827
CG4596	-0.290031351
CG34001	-0.289736277
porin	-0.289661433
CG14881	-0.289619704
CG43293	-0.289608511
Rb97D	-0.289159104
Rad23	-0.289083677
jef	-0.288891655
dnk	-0.2888024
Vps24	-0.288740854
CG43901	-0.288547111
Pitslre	-0.288364633
CG3967	-0.2881516
trem	-0.288115258
Orc1	-0.287735416
CG12929	-0.287369871
CG9578	-0.287363074
CG14207	-0.287342644
CG15390	-0.287032633
Scr	-0.286970929
TrpA1	-0.286921116
Rrp6	-0.286494577
Itp-r83A	-0.286355569
CG15084	-0.286064484
CG15514	-0.286002222
CaMKII	-0.285793618
CG8204	-0.285541119
CG3703	-0.285500812
mts	-0.284937928
sei	-0.284872816
fu2	-0.284768332
CG5823	-0.2846953
TMS1	-0.284543062
cyp33	-0.28443897
Brf	-0.284170441
Cyt-c1	-0.284098454
COX5A	-0.283856359
CG14894	-0.283583534
CG3598	-0.283580379
CR44179	-0.283543019
CG8289	-0.283444285
SelR	-0.283014746
CG34132	-0.282924433
dgt1	-0.282821222
Tsp42Ej	-0.282553206
CG6812	-0.28255104
sv	-0.282418294
Phf7	-0.282073101
CG31638	-0.281957492
Gad1	-0.281896519
CG2006	-0.281621277
CG2617	-0.281616511
CG8149	-0.281468198
CG8142	-0.281370188
CG12560	-0.281203266
HP5	-0.28114786
CG34166	-0.28087404
CG14044	-0.280769719
CG32115	-0.280518164
CG34404	-0.280443501
Mlp60A	-0.280331079
CG43295	-0.280328096
CG2201	-0.280325464
Grip84	-0.280282476
CG42392	-0.279937468
Uhg1	-0.279896152
CG34134	-0.279383169
CG4670	-0.279133274
Mtl	-0.279131356
CG34126	-0.278758082
CG8765	-0.278637524
Hr3	-0.278518851
Tailor	-0.278122223
CG10268	-0.278115885
CG14414	-0.278111682
mRpL51	-0.277913959
Hand	-0.2775719
Task7	-0.277554242
ND-PDSW	-0.277475892
CG34454	-0.277400017
CG9588	-0.277316854
unc-104	-0.277310763
Pten	-0.277213044
CG9123	-0.277035408
boca	-0.276854347
CG11986	-0.276752322
Xrcc2	-0.276711307
CG9444	-0.276608026
Scgalpha	-0.276584861
Etl1	-0.276399301
Kif3C	-0.276078083
DCP1	-0.276072523
CG15536	-0.276050427
CG6163	-0.27598295
CG17119	-0.275958315
CG9067	-0.275860346
CG30053	-0.275674772
CG11858	-0.275649807
CR45195	-0.275464383
GC1	-0.275399031
CG43777	-0.27535621
TBCB	-0.275336115
CG34229	-0.275308849
CG3907	-0.27496836
CG7997	-0.274550393
CG42445	-0.27436676
ATP6	-0.274266356
CG9795	-0.274264691
ATPsynCF6	-0.274011038
CG30466	-0.273914705
Nprl3	-0.273705623
CR46035	-0.273618968
CG1603	-0.273609818
CG31469	-0.273577575
CG17180	-0.273295761
mdy	-0.27315156
CG3301	-0.273143298
CG42488	-0.272799001
CG15602	-0.272720363
alrm	-0.272708219
CG8108	-0.272703444
CG5290	-0.272538128
CG33914	-0.272431687
CG14450	-0.272154934
CkIIalpha	-0.272092545
CG16820	-0.272039601
Sdr	-0.271518552
CG11892	-0.271451568
CR43944	-0.271400894
CG42534	-0.271120557
CR45918	-0.271050992
CG15772	-0.27100987
CG8078	-0.270841513
GstE13	-0.270839669
CSN7	-0.270836284
fy	-0.270799515
CG11436	-0.27070805
spn-F	-0.270656178
Ac78C	-0.27047757
CG6607	-0.270392347
rau	-0.270199247
CG7457	-0.270012122
fidipidine	-0.269097659
slgA	-0.269018557
Wdr82	-0.268891205
CG31612	-0.26875288
CG6293	-0.268563536
CG15908	-0.268536709
Uba5	-0.268504832
Sse	-0.268504334
dpr19	-0.268466692
Apf	-0.268212613
rho-5	-0.268189412
Ice2	-0.268135273
rdgC	-0.268131114
san	-0.268075631
frj	-0.267959691
CG7692	-0.267956356
tej	-0.267661802
CG4950	-0.267621559
ABCB7	-0.267609821
Rab9	-0.267581275
mir-7	-0.267476893
Gpo-1	-0.267437231
CG10600	-0.267411043
UbcE2H	-0.267132485
CG9445	-0.267066652
CG17776	-0.267033423
CG11902	-0.267024805
CG7655	-0.266676063
SLC22A	-0.266568497
CG8490	-0.266441921
regucalcin	-0.2663092
stj	-0.26625011
Golgin84	-0.26622074
Mkrn1	-0.265805026
CG1965	-0.265737479
CG30159	-0.265643937
Mis12	-0.265623891
CG3436	-0.265555846
CG4709	-0.265244967
CG42323	-0.265190393
CG14511	-0.264765443
r2d2	-0.264735153
snoRNA:Psi28S-2179	-0.264542768
mRpL4	-0.264384257
Sap130	-0.264332705
ND-B14.5B	-0.264113223
CG8929	-0.264075448
Alp4	-0.263996249
beat-Ia	-0.263885844
CG32075	-0.263725064
DIP-iota	-0.263624578
CG30183	-0.263449893
CG5945	-0.263400429
ND-B22	-0.263344876
Tap42	-0.263237226
rdgBbeta	-0.263069642
nAChRbeta2	-0.263013209
CG5987	-0.262614322
CG5116	-0.262179867
Fas1	-0.262019325
CG32708	-0.261903764
CG17337	-0.26184154
mahj	-0.261728834
CG4598	-0.2616839
CG33090	-0.261509979
ZnT49B	-0.261412089
CG3645	-0.261379978
Tmhs	-0.261372047
CG5872	-0.261210147
CR46268	-0.261060047
CG10795	-0.261006352
CG31952	-0.260578439
l(2)35Be	-0.260564268
Atg10	-0.260554374
CG17059	-0.260498739
CG45088	-0.260485847
CG10399	-0.260431224
CG12547	-0.260304073
pll	-0.260302775
phtf	-0.260237337
CG32486	-0.260232047
RpI135	-0.260221402
CG6067	-0.260191223
CG3253	-0.260055694
CG32163	-0.259997635
CG30419	-0.25990559
csul	-0.259830111
CG5397	-0.259712536
CG4829	-0.259423869
CG7785	-0.259369646
CG34351	-0.259358565
Arr2	-0.259272353
LSm-4	-0.25923588
Dlip2	-0.25908239
CR44566	-0.259071272
CG13008	-0.258948649
CG8414	-0.258919295
Naa60	-0.258831227
CG42321	-0.258829927
l(3)neo43	-0.258813451
bsk	-0.258220481
CG11596	-0.258203113
Eogt	-0.258109783
CG16799	-0.257771894
HIP	-0.25774555
gcm	-0.25767788
uex	-0.257656
CG1142	-0.257571072
CG13759	-0.257536486
CG34183	-0.257427146
CG10483	-0.257294583
CG8726	-0.257234296
Sec15	-0.257128714
Tsp3A	-0.256916385
CG9839	-0.256819956
CG11474	-0.256665746
UQCR-6.4	-0.256642758
rec	-0.256561384
kat-60L1	-0.256393169
CG1635	-0.256339487
BOD1	-0.256334805
CR44662	-0.256283086
crim	-0.256196662
rod	-0.256137774
Lgr4	-0.255958437
Coop	-0.255927792
CG14341	-0.255893257
gdl-ORF39	-0.255710239
CG5515	-0.2556688
CG13298	-0.255641562
CG17652	-0.255461608
CG42235	-0.255438964
CG33203	-0.255390638
CG1024	-0.255320872
CG43222	-0.255293563
Mocs1	-0.255169094
CG31715	-0.254934259
agt	-0.254679046
mRpL42	-0.254505937
GM130	-0.254428523
rig	-0.254300648
CG10395	-0.254251915
CHMP2B	-0.254170428
CG31778	-0.25385599
P5CDh1	-0.25374647
moi	-0.253625903
ND-18	-0.253298843
CG31817	-0.253297578
CG32202	-0.253250378
Dlc90F	-0.253240464
CG9760	-0.253233289
Csl4	-0.25307948
Ubc7	-0.253015353
CG5903	-0.252918532
SdhD	-0.252887498
ND-ASHI	-0.252663133
CG4495	-0.252282124
140up	-0.252161725
Pfdn2	-0.252045131
asp	-0.251811106
CG40228	-0.251692984
Mul1	-0.251558236
Gos28	-0.251357906
Cdk8	-0.251335492
Smn	-0.251245394
Golgin104	-0.251127833
CR45926	-0.251074953
CG3342	-0.250930222
Cdk2	-0.250888793
STUB1	-0.250880725
CG14130	-0.25084803
Cyp313a1	-0.250845097
tam	-0.250700249
CG3107	-0.250645685
CG5171	-0.250599673
HnRNP-K	-0.250404246
CG12848	-0.250248968
CanB2	-0.250198039
CR45674	-0.250163956
rho	-0.250148644
insv	-0.25002191
CG13937	-0.249981936
nmd	-0.249917944
dbo	-0.249902932
brk	-0.249676166
qless	-0.249523774
mRpL39	-0.249483589
CG10543	-0.2493047
CG12341	-0.249191881
SamDC	-0.249177496
sun	-0.248993124
Schip1	-0.248949826
Rox8	-0.248898091
CG6800	-0.248870259
me31B	-0.248790216
CG42498	-0.248781403
Topors	-0.248409486
TAF1B	-0.248301357
CG5001	-0.248252355
CG46308	-0.248236182
Atac2	-0.248233058
levy	-0.248212153
CG1983	-0.248112967
pie	-0.247983725
raw	-0.247847185
cmpy	-0.247777396
CG9541	-0.247767306
SIDL	-0.247723667
POSH	-0.247378829
CG2316	-0.247189613
GstE2	-0.247144814
CG15019	-0.2470588
CG13894	-0.246967614
CG5694	-0.24687806
verm	-0.246822111
CG15877	-0.246778302
CG15385	-0.24672763
gwl	-0.246718312
CG2970	-0.246463055
CG42307	-0.246267802
CngB	-0.245896082
CG10466	-0.245831879
CG14864	-0.245822443
CG34039	-0.245616426
CG16908	-0.245427557
CG4972	-0.245179425
lark	-0.245017788
CG12926	-0.244982743
MP1	-0.244910313
tmod	-0.244832318
Bdbt	-0.244705704
gcl	-0.244616957
CG33722	-0.244587803
CG18749	-0.244587803
GstD1	-0.244466466
CG13654	-0.244460318
Rac1	-0.244002291
trio	-0.243853389
Fak	-0.243703727
CG7222	-0.243547575
QIL1	-0.243353449
Lk	-0.243263558
CG11069	-0.24322374
CG8461	-0.243108616
CG10089	-0.242902201
mus312	-0.242582834
CSN3	-0.242448284
CG6834	-0.242350392
CG1236	-0.242189766
CR45875	-0.242146439
MED10	-0.241986753
Shark	-0.241871653
CG16926	-0.241812034
Fis1	-0.241757789
Acp33A	-0.241634703
Prx3	-0.241571989
Taf5	-0.241471901
tant	-0.241395335
CG6225	-0.241217024
Muc91C	-0.241212212
ND-SGDH	-0.241158967
CG3061	-0.241095323
CG14544	-0.241029689
Nufip	-0.241028567
eIF4E-5	-0.240990831
CG3862	-0.240743037
CG11050	-0.240394144
FK506-bp2	-0.240311598
CG18815	-0.240248564
Pect	-0.240241868
Pex10	-0.239813279
CG34155	-0.239674882
fuss	-0.239669983
CG10082	-0.239658326
CG31918	-0.239655172
HP4	-0.239495446
CG7675	-0.239445784
CG2260	-0.239400313
ND-15	-0.239366278
CG9391	-0.239338424
dpn	-0.239088828
CR42549	-0.238670533
CG8915	-0.238629469
Ndc80	-0.238459907
CG9813	-0.238396623
l(2)09851	-0.238300326
CG13671	-0.238261502
CG5727	-0.238234463
CG17549	-0.238138328
snoRNA:Psi18S-531	-0.238136955
CR45595	-0.238058578
Ugt36Bc	-0.23774063
CG9323	-0.237717224
7B2	-0.237676806
Tom40	-0.237500983
CG32000	-0.237408079
CG42489	-0.237330149
CG42784	-0.237205062
Cyp12b2	-0.237151669
Vps16B	-0.237150133
Neto	-0.237085266
CG2993	-0.237024413
St1	-0.23690177
CG13365	-0.236891696
CG31935	-0.236488976
CG31855	-0.236451226
CCHa1	-0.236426518
wts	-0.236082999
nSyb	-0.236056472
CR45187	-0.236029851
CG34261	-0.235860628
Sgt	-0.235748179
SmydA-3	-0.235600753
Pi3K68D	-0.235518417
CG33228	-0.235349828
CG8177	-0.23530742
CG12204	-0.234986288
CG13398	-0.234896053
CG14805	-0.234877778
CG11426	-0.234876751
CG16854	-0.2347316
cathD	-0.23467447
CG32669	-0.23458256
CG31357	-0.23453155
CG5778	-0.234436324
fzy	-0.234339234
Dhpr	-0.234299588
CG4594	-0.234262169
CG15661	-0.234198919
CG3597	-0.234030155
CG12768	-0.234020336
18SrRNA:CR41548	-0.233918898
Scp1	-0.233706486
CSN5	-0.233563083
CG41128	-0.233431305
ND-ACP	-0.233408339
l(2)37Bb	-0.233307754
CG14883	-0.233228604
312	-0.233088759
r-cup	-0.232953854
CG18048	-0.232932278
CG5009	-0.232835668
NijA	-0.232740394
CG44325	-0.232562922
CG16947	-0.232488378
mfrn	-0.232397237
DIP-theta	-0.232356087
CG5961	-0.232172494
CG9336	-0.232154622
CG43062	-0.232079072
CG9941	-0.232074069
Prp3	-0.23197246
CG8397	-0.231919822
CR44367	-0.231889639
CG10178	-0.231817276
CG13390	-0.231749384
CG4615	-0.231644293
Ptpa	-0.231590282
HLH4C	-0.231503537
Pen	-0.231436035
Yeti	-0.231407171
osk	-0.231312619
gfzf	-0.231042728
CG10979	-0.231022133
CG18476	-0.230885248
janA	-0.230848368
Arr1	-0.230784689
kappaB-Ras	-0.230689978
Roc2	-0.230589401
Upf3	-0.230415899
CG11593	-0.230351112
CG11523	-0.230258472
CG11586	-0.230234539
Epg5	-0.230186992
Atox1	-0.229889261
CG5888	-0.229497926
xmas-2	-0.229346192
rgr	-0.229289197
CG1316	-0.22928746
CG7009	-0.229222584
CG30503	-0.229012593
RFeSP	-0.228954679
cav	-0.228928043
CG7990	-0.22881064
CG17323	-0.228798341
CG14710	-0.228635057
CG11267	-0.228581002
Galphao	-0.228537607
Nxt1	-0.228466106
CG8243	-0.228407447
Gas41	-0.228382926
CG11807	-0.228234397
galla-1	-0.228142423
CG31126	-0.2281192
CG9601	-0.228113542
CG4927	-0.228074752
CG2224	-0.227944858
CG7988	-0.227910986
CG3764	-0.227812247
CG17364	-0.227753108
Droj2	-0.227313871
Nipped-A	-0.226975437
Cypl	-0.226835127
brn	-0.226806829
CG31808	-0.226644059
CG16896	-0.226547389
CG11077	-0.226435519
mRpL11	-0.226407213
Grip163	-0.226145137
mir-317	-0.226138445
CG5003	-0.226036747
gl	-0.225969053
CG4300	-0.22580784
CG10628	-0.225595975
Cul3	-0.225509265
CG11563	-0.225299878
CG17760	-0.225274984
CG3570	-0.225181138
sti	-0.225074445
ATPsynF	-0.225066026
CG12025	-0.22506031
Tps1	-0.224992276
CG9399	-0.224939235
fs(2)ltoPP43	-0.224902222
CR45639	-0.22484775
SP2637	-0.224839897
Tim8	-0.224664158
alpha-Cat	-0.224132346
Gycbeta100B	-0.22398241
mon2	-0.223865031
CG1909	-0.223672523
l(2)k12914	-0.223657051
CG6356	-0.223475872
MED7	-0.223444919
Rab26	-0.223329411
CG30394	-0.223281295
CTCF	-0.223031214
CG10948	-0.222881364
CG14945	-0.222536121
RhoBTB	-0.222389899
CG31098	-0.222300428
Gr77a	-0.22228968
CG1847	-0.222045868
CG7924	-0.222015672
CG13877	-0.222007751
CG3511	-0.22185659
GXIVsPLA2	-0.22183542
conu	-0.221805009
CG8837	-0.221638894
Usp14	-0.221620673
ssp	-0.221508488
mRpL54	-0.221212657
CG9302	-0.220894609
mRpL21	-0.220603646
CG33310	-0.220458579
CG33199	-0.220131343
CG8336	-0.22003264
Ppcs	-0.219906582
CG2712	-0.219814372
Ziz	-0.219760872
SelG	-0.219739403
GluRIIB	-0.219723105
l(1)10Bb	-0.219672824
thoc5	-0.219246296
Lcch3	-0.219244167
bip2	-0.219089727
msd1	-0.219062575
CG43343	-0.218697597
SAK	-0.218670752
CG2091	-0.218648712
Non1	-0.218642225
CG6115	-0.218614714
CG15525	-0.218365079
CG31705	-0.218293567
Ccs	-0.218136665
Vamp7	-0.218065302
mir-2280	-0.217978801
CG4294	-0.217758535
awd	-0.217533469
Pde8	-0.217515728
CG15014	-0.217455877
CG32204	-0.217295379
Rab5	-0.217150986
Pep	-0.217021425
Spt	-0.216848373
CG42337	-0.216698063
Rlip	-0.216569346
Dak1	-0.216528188
CG3651	-0.216361241
CG16758	-0.216244814
CG6700	-0.216220926
Ercc1	-0.215981678
Pbp95	-0.215930727
CG6329	-0.215927774
l(2)41Ab	-0.215743183
Tk	-0.215664234
CG15201	-0.215659729
rost	-0.215606642
l(3)76BDm	-0.215455129
dpr5	-0.215266954
CG4101	-0.215242827
CG10353	-0.215206274
CR44598	-0.215106673
CG18766	-0.214995691
kcc	-0.214994508
tko	-0.214959106
CG9095	-0.21478655
CG2736	-0.214782731
Graf	-0.214761473
Nrk	-0.214537335
Eaf6	-0.214515652
CG7357	-0.214327018
CG10674	-0.21432035
CG40470	-0.214183597
RNaseMRP:RNA	-0.214042868
Paip2	-0.213917371
CG7706	-0.213824506
CG7215	-0.213777722
Su(var)2-10	-0.213776291
CG10222	-0.213513786
jeb	-0.213340545
l(2)k05819	-0.213256528
AP-1sigma	-0.213171215
Axs	-0.213091077
CG1358	-0.213034097
CG3925	-0.212848676
Su(z)12	-0.212837116
Cnot4	-0.212743893
CG14220	-0.212707756
vap	-0.212571093
CG32022	-0.212566231
CG8086	-0.21252112
AdipoR	-0.212503294
CG11897	-0.212222482
trsn	-0.212201918
FLASH	-0.212188123
CG7582	-0.212161743
CG16940	-0.211873247
mRpS6	-0.21176298
qm	-0.211660273
pim	-0.211418264
CG5038	-0.211268863
v	-0.211149496
comt	-0.211120801
CR45533	-0.210895633
CG9886	-0.210874743
SpdS	-0.210628837
CG42455	-0.210421088
vnc	-0.210421088
CG11279	-0.210264012
CG7607	-0.210205796
CG8004	-0.210089109
mRpL9	-0.210017467
