gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG42458	100.0662953	-0.415071457	0.299313608	-1.386744356	0.16551973	0.824724773
CG7546	4675.650898	-0.037558393	0.126360758	-0.297231464	0.766289802	0.996878686
ltl	740.4985841	-0.118353941	0.140142434	-0.844526082	0.398375495	0.954279896
lqf	888.8011067	0.060596688	0.155871509	0.388760513	0.697453314	0.996878686
Pura	476.6658351	-0.053323075	0.15863629	-0.336134155	0.736769703	0.996878686
snoRNA:Me18S-A1806	6.834603127	0.453490676	0.980184479	0.462658495	0.643609173	0.994541529
CG32373	26.56880502	0.502476575	0.547879315	0.917130035	0.359074504	0.94703138
PGRP-SD	145.8649042	0.720666228	0.391745666	1.839627825	0.065822896	0.613974655
CG12262	1191.441466	0.27287691	0.134309719	2.031698905	0.042184147	0.504404585
CG13685	2631.699578	-0.048332257	0.109231973	-0.442473533	0.658146579	0.994541529
CG7409	120.7439782	-0.263414888	0.400701256	-0.657384732	0.510933567	0.978975836
Hn	2250.329495	0.427969036	0.154079462	2.777586509	0.005476426	0.149482496
CG32365	75.5847291	-0.097592888	0.307418733	-0.317459145	0.750895235	0.996878686
eIF4E-5	10.04732428	-0.221629951	0.954132731	-0.232284193	0.816317289	0.996926918
CG8281	89.61572234	0.012767438	0.284347601	0.04490081	0.964186371	0.99897042
CG32368	263.0491573	0.252277753	0.800649956	0.315091198	0.752692412	0.996878686
Srp9	549.3424907	0.011373895	0.139829105	0.081341402	0.935170449	0.997504077
exex	27.30680726	0.56302087	0.640405436	0.879163165	0.379312813	0.949281535
RNaseX25	3635.302325	0.231999815	0.148909496	1.557992078	0.119235126	0.759681955
CG8209	168.9017643	-0.135951513	0.215286351	-0.631491559	0.527719166	0.979576164
nmo	17340.18632	-0.047489689	0.159237402	-0.298232003	0.765526098	0.996878686
Ect4	2383.018353	-0.489977926	0.10257235	-4.776900635	1.78E-06	0.000157516
CG7927	435.068179	0.031623673	0.197597492	0.160040864	0.872848884	0.997504077
msk	938.3693349	0.047693322	0.136181053	0.350219955	0.726173632	0.996878686
ldbr	17.0439904	0.120056209	0.59916476	0.200372614	0.841189176	0.997316943
CdsA	3134.829862	-0.201377462	0.099247677	-2.029039544	0.042454263	0.506493665
mus301	5.258192346	-0.309666861	1.078479037	-0.287132944	0.774010528	0.996878686
CG7979	376.503434	0.167228913	0.16328725	1.024139441	0.305769418	0.935168048
Atg18a	534.7617007	0.142801969	0.148204132	0.963549179	0.335271997	0.943736445
MED24	412.6705375	-0.156517038	0.144778642	-1.08107823	0.279662317	0.928744348
CG8005	50.39470774	0.086190022	0.432015823	0.199506634	0.841866455	0.997316943
CG13679	42.35181913	-0.532384631	0.430174932	-1.237600315	0.215864298	0.888450908
CG8012	1368.914122	-0.044610833	0.212466959	-0.20996598	0.833694225	0.997016825
CG13678	84.73071791	-0.207542131	0.331594371	-0.625891599	0.531386045	0.981460152
Dscam4	5354.019868	-0.061532839	0.126463406	-0.486566358	0.626565669	0.994541529
Rab19	406.0192635	0.280395074	0.213671467	1.312271957	0.18942839	0.856140232
CG13671	369.7144106	-0.172664312	0.150944539	-1.143892407	0.25266826	0.910360227
Sbp2	391.9985124	-0.053385784	0.196008486	-0.272364658	0.785341644	0.996878686
CG34461	8.056039089	0.428068154	0.982724639	0.435593183	0.663131917	0.994541529
Pex2	136.7637383	0.188014746	0.235518268	0.798302175	0.424695156	0.958317915
DNApol-alpha50	90.80354745	0.174814434	0.283535175	0.616552897	0.537529671	0.98320242
CG7083	1457.789201	-0.056311623	0.133009063	-0.423366815	0.672027653	0.994541529
GAPcenA	2104.237139	-0.172856878	0.118043431	-1.464349827	0.143098389	0.790540426
ImpE1	353.5126964	-0.025608551	0.215346862	-0.118917687	0.905340569	0.997504077
CG7120	1589.014604	-0.152224727	0.122486717	-1.242785591	0.213946854	0.886339326
CG13667	20.94437874	0.292505895	0.569350419	0.513753719	0.607424189	0.994541529
Exo70	206.7736781	0.016411341	0.203969422	0.080459811	0.935871559	0.997504077
mtrm	31.25336899	-0.588904123	0.503130775	-1.170479232	0.241808167	0.901560536
Cbl	3189.816149	0.137873826	0.118818916	1.16036933	0.245898468	0.905104725
Gug	410.7997475	-0.273708281	0.198575554	-1.37835839	0.168092664	0.825917586
CG6745	95.53202817	0.058087611	0.312264197	0.18602072	0.852428513	0.997408062
CG6765	4200.022044	-0.030503262	0.134463771	-0.226851156	0.820539484	0.997016825
GstO3	107.2288054	0.33753844	0.265705978	1.270345673	0.203961526	0.872034129
se	35.65875273	-0.536609971	0.511164397	-1.049779627	0.293819444	0.933505343
foi	2650.914429	-0.096334489	0.130941644	-0.735705511	0.461909935	0.967496653
ergic53	911.349079	0.199897649	0.1411834	1.415872187	0.15681293	0.81023829
rhea	869.4275841	-0.097137654	0.143135157	-0.678642874	0.49736417	0.973530003
CR43910	1606.445516	0.03375643	0.111890968	0.301690394	0.762888092	0.996878686
CG43078	678.9915422	0.048878349	0.14229701	0.343495262	0.731225904	0.996878686
RpL14	16654.87288	-0.228173754	0.103219466	-2.210569022	0.027065696	0.403821571
CG6282	4539.190127	-0.342403709	0.105472996	-3.246363748	0.001168894	0.048481699
S-Lap1	53.18540716	-0.236047554	0.362337007	-0.651458584	0.514750504	0.978975836
Zasp66	335.1640702	0.218717751	0.315343132	0.693586536	0.48794154	0.971266515
Cpr66D	9.481137324	0.612871882	1.045622862	0.586130913	0.557787544	0.985587819
h	199.5450453	0.125434287	0.255676797	0.490597068	0.623711461	0.994541529
CR44526	17.75552992	-0.159536898	0.588146657	-0.271253599	0.786195992	0.996878686
CG6511	126.2782255	-0.269638862	0.272703348	-0.988762567	0.322779323	0.942561747
Cp18	11.97301001	0.171402973	0.700665233	0.244628912	0.806743776	0.996878686
Cp15	3.298519372	-1.94247599	1.950204156	-0.996037253	0.319232045	0.941885143
Cp19	2.972584706	-2.478128172	1.923218376	-1.288531871	0.197560882	0.867894681
Cp16	1.210385073	3.415651904	2.848865739	1.198951518	0.230546798	0.892923082
Fhos	364.0555254	0.119267857	0.187301279	0.636770116	0.524274595	0.979021409
dally	6260.722141	0.03587216	0.142291621	0.252103105	0.80096137	0.996878686
Mcm7	21.25431628	-0.231565555	0.615349616	-0.37631543	0.70668241	0.996878686
Tsp66E	1652.482727	-0.048191356	0.100000212	-0.481912539	0.629868079	0.994541529
GNBP3	101.9515519	0.136557586	0.385794871	0.353964234	0.723365688	0.996878686
mRpL12	1544.640714	0.054173455	0.145010608	0.373582705	0.708714803	0.996878686
CG5021	1295.889439	0.00049349	0.124372451	0.00396784	0.99683413	0.999976122
CG5026	313.032213	-0.2117795	0.169312374	-1.250821158	0.210999734	0.881737095
Srp68	901.2388616	0.013617497	0.130114864	0.104657504	0.916647584	0.997504077
CG13314	25.46883359	-0.752365782	0.531887967	-1.414519275	0.157209492	0.810384988
CG5068	765.7575565	-0.051937272	0.128333691	-0.404704891	0.685694446	0.996878686
CG5087	578.9548863	-0.200151078	0.143042769	-1.399239398	0.161741206	0.818361578
Doc3	1.905731331	4.096244525	2.906511055	1.409333888	0.158736463	0.812271693
Doc1	0.238216416	1.173597863	4.042475111	0.290316658	0.771573996	0.996878686
CG5144	59.05021885	0.125388098	0.33229368	0.377341208	0.705920052	0.996878686
CG4942	98.53873229	0.311307958	0.332270582	0.936910985	0.348804348	0.946277818
teq	1622.249052	-0.206520813	0.12794937	-1.61408229	0.106509578	0.732731193
CG32032	842.2086925	-0.227839289	0.14628048	-1.557550868	0.119339753	0.759681955
CG13315	3714.646854	0.305977613	0.200353364	1.527189791	0.126713824	0.771914736
Dhpr	555.6332897	0.144428323	0.135254658	1.067825131	0.2855994	0.930498443
nwk	12890.2113	-0.056172991	0.141646943	-0.396570445	0.691684251	0.996878686
CG4476	19.26483909	-0.972380632	0.646717518	-1.503563156	0.132693884	0.781008914
GluRIB	2312.948251	-0.17812935	0.150120602	-1.186574984	0.235395308	0.894839607
PGRP-LA	377.7529102	-0.289936855	0.144882548	-2.001185507	0.045372402	0.519702446
PGRP-LC	62.29949535	0.043861182	0.329364605	0.133169081	0.894059663	0.997504077
PGRP-LF	49.1662042	-0.278271209	0.426075605	-0.653102889	0.51368995	0.978975836
CG32040	10.58299946	-0.585245464	0.856837444	-0.683029749	0.494588045	0.972146587
CG32039	673.393375	0.081572514	0.151448838	0.538614327	0.590153	0.991258051
Pdxk	337.2825603	-0.103328322	0.184023645	-0.561494811	0.574460266	0.987516676
CG34456	3.457801573	-0.089059791	1.716859574	-0.051873661	0.958629362	0.998262761
CG4447	144.7082283	0.084599918	0.226344135	0.373766778	0.708577839	0.996878686
CG4452	2643.646493	-0.023881397	0.096717776	-0.246918389	0.804971384	0.996878686
CG4456	300.0631395	-0.643575043	0.886416126	-0.726041669	0.467813226	0.96918539
Hsp22	300.0631395	-0.643575043	0.886416126	-0.726041669	0.467813226	0.96918539
CG4461	133.4163866	0.649290493	0.36164676	1.795372072	0.072594439	0.636505164
Hsp23	1888.701305	-0.166821571	0.189274751	-0.881372555	0.378116207	0.949281535
Hsp27	10.73969373	-0.020788722	0.822150232	-0.025285794	0.979827005	0.999294086
Cpr67B	384.2249814	0.217691291	0.70828076	0.307351693	0.758575693	0.996878686
CG3689	829.2837144	0.029483065	0.134817651	0.218688465	0.826892735	0.997016825
aay	2280.201058	0.043719706	0.159892157	0.273432463	0.784520801	0.996878686
Shc	608.0004913	-0.18126626	0.165419745	-1.09579579	0.273168151	0.923725933
MTF-1	110.2219702	-0.127040325	0.298451149	-0.42566539	0.670351685	0.994541529
CG33926	196.6987857	0.356083727	0.63912929	0.557138802	0.577432598	0.988829779
CG3529	3934.20305	-0.203997522	0.097229932	-2.098093846	0.035896856	0.4636119
ghi	1153.260298	-0.004564273	0.133662328	-0.034147789	0.972759301	0.999294086
CG3552	127.0802117	0.046968779	0.235944955	0.19906668	0.842210585	0.997316943
CR45873	27.6576589	0.124373711	0.512713978	0.242579131	0.808331449	0.996878686
CG44838	2099.938467	-0.071956755	0.155414448	-0.462999134	0.643364988	0.994541529
Jarid2	4580.00726	0.054842742	0.103255175	0.531137945	0.595323191	0.991902363
CR45874	271.5195841	-0.099174989	0.176175727	-0.562932193	0.573481057	0.987516676
CG42673	755.6331553	-0.019449437	0.125603698	-0.154847646	0.876941428	0.997504077
Tmc	28.54252773	0.149482855	0.561294376	0.266318105	0.789994231	0.996878686
LanB2	800.240717	-0.319309367	0.129229362	-2.470873207	0.01347836	0.268391919
CG3335	59.3046389	-0.161577128	0.332034695	-0.486627244	0.626522513	0.994541529
CG8336	141.2097058	0.379446667	0.224538746	1.689893945	0.091048246	0.701051689
CG8329	52.5911929	-0.284764811	0.396420514	-0.718340249	0.472547519	0.970046497
CG18179	5.057191531	1.812988949	1.283265749	1.412793063	0.157716578	0.810384988
CG18180	324.2795839	2.325572171	0.6829953	3.404960724	0.000661736	0.03066877
CNMaR	436.9932437	-0.191058169	0.152901857	-1.249547731	0.211464807	0.881737095
CG16717	645.9004258	-0.003213847	0.146472194	-0.021941689	0.98249447	0.999294086
alphaTub67C	30.2215614	-0.216732746	0.451430656	-0.480101968	0.631154889	0.994541529
CR45804	22.75262623	-0.222280415	0.598938765	-0.371123774	0.710545345	0.996878686
CR45121	8.917524463	1.485900196	0.98567415	1.507496362	0.131683476	0.778516228
Ubc4	403.062292	-0.168776639	0.149742243	-1.127114405	0.259694114	0.91337425
CG16711	6815.923076	-0.014883776	0.08981803	-0.165710341	0.868384908	0.997504077
vsg	1534.983786	0.043987757	0.117116445	0.375589927	0.707221781	0.996878686
snmRNA:838	60.53516153	0.045591902	0.343196714	0.132844809	0.894316116	0.997504077
CG14174	39.69057002	0.025642323	0.399109561	0.064248833	0.948772095	0.997945501
defl	16.90324317	0.365800861	0.63476909	0.576273902	0.56443006	0.98677521
Naa60	923.7306544	-0.094437107	0.122196676	-0.772828768	0.439623725	0.963663057
ATPsynB	8277.347752	-0.043206682	0.091938482	-0.46995209	0.638389247	0.994541529
CG8177	9747.811876	0.022002179	0.131476419	0.16734696	0.867097057	0.997504077
CG32052	1559.938364	-0.084519184	0.120351889	-0.702267196	0.482512547	0.971245161
Ilp2	4421.710055	-0.089869929	0.114451513	-0.785222724	0.432322994	0.961205248
CG43897	301.2102767	0.009885355	0.257685332	0.038362118	0.969398964	0.999294086
CG8108	1285.384756	-0.083238266	0.11435243	-0.727909902	0.466668741	0.96918539
CG34382	17.72345128	-0.717798722	0.686521146	-1.045559523	0.295764445	0.934197206
CalpB	1415.87267	0.087413344	0.125734344	0.695222493	0.486915879	0.971266515
nudE	541.6212876	0.020057765	0.137216459	0.146176084	0.883782385	0.997504077
bma	3921.898246	0.059952036	0.127273876	0.471047464	0.63760684	0.994541529
Dronc	253.5943358	0.119231084	0.220094026	0.541727941	0.588005938	0.991252853
CG42455	451.7628693	0.018190586	0.147267377	0.123520811	0.901694696	0.997504077
vnc	451.7628693	0.018190586	0.147267377	0.123520811	0.901694696	0.997504077
dpr6	1198.959017	-0.068284677	0.176705271	-0.386432597	0.699176313	0.996878686
CR45403	8.446037133	-0.439051668	0.948745582	-0.462770711	0.643528727	0.994541529
CR46004	191.9270663	0.060769979	0.186690683	0.325511578	0.744793922	0.996878686
CR46006	1970.175896	-0.05953868	0.133964935	-0.444434806	0.656728254	0.994541529
S-Lap3	0.454635052	-2.582809237	4.026560819	-0.641442996	0.521234905	0.978975836
Rbfox1	12888.42146	-0.13444518	0.140751585	-0.955194784	0.339479203	0.944327202
S-Lap4	1.163806785	0.718445469	3.001598663	0.239354274	0.810830883	0.996878686
hay	113.7119064	-0.026177766	0.253106825	-0.103425761	0.917625068	0.997504077
CG34001	41.90665538	0.249125387	0.381360647	0.65325405	0.51359251	0.978975836
CG8009	1380.440162	0.031778084	0.150432304	0.21124508	0.832696036	0.997016825
CG18628	96.19880588	0.473509297	0.277050461	1.7091085	0.087430853	0.684112602
CG14153	186.4801402	0.044740693	0.252643628	0.177090129	0.859437596	0.997504077
CG8003	149.9385395	0.037435103	0.229311344	0.163250115	0.87032151	0.997504077
Adi1	890.534247	0.289571027	0.125649626	2.304591248	0.021189477	0.357694535
simj	696.7696039	-0.144048176	0.168724171	-0.8537495	0.393243801	0.951192345
CG11811	1220.057665	-0.119292723	0.116387504	-1.024961612	0.305381301	0.935168048
CR44544	14.63229194	0.269636546	0.725818748	0.371492948	0.710270408	0.996878686
tna	7639.170162	0.006969306	0.122747498	0.056777577	0.954722376	0.997973223
Blos4	77.28044912	-0.127653372	0.356489263	-0.358084758	0.720279885	0.996878686
galla-2	808.4616937	0.11090911	0.163677359	0.677608138	0.498020185	0.973665683
Cpr67Fb	24.37450971	0.15033348	0.556348359	0.270214656	0.786995118	0.996878686
CG14147	6.428500441	-0.36383705	3.21759682	-0.113077265	0.909969299	0.997504077
Fad2	1.470686778	-2.258567264	2.15252694	-1.049263181	0.294057007	0.933701346
CG7888	3098.661449	0.058355618	0.121317901	0.481014074	0.630506496	0.994541529
Blos2	160.4642361	-0.125997962	0.238023064	-0.529351902	0.596561357	0.991902363
SuUR	100.3635437	0.16237913	0.257381134	0.630889794	0.528112586	0.979576164
Mocs1	248.2729037	0.023449317	0.18992706	0.123464856	0.901739002	0.997504077
CG7839	68.21149914	0.123401712	0.327123825	0.377232419	0.70600089	0.996878686
CG33947	179.7558386	0.090733462	0.291224763	0.311558195	0.755376309	0.996878686
APP-BP1	244.2634087	0.051279092	0.185091034	0.277047955	0.781743284	0.996878686
CG12522	25.45874862	-0.891283738	0.518443774	-1.719152168	0.085586668	0.676161153
CG7638	1582.359192	-0.177743076	0.119916372	-1.482225268	0.138280365	0.786849368
mRpL2	1046.274086	0.135006246	0.181832006	0.742477899	0.457797837	0.967372939
NaPi-III	7749.257582	-0.18059277	0.089083899	-2.027221224	0.042639794	0.507092787
nol	44.85055766	-0.760699466	0.430609058	-1.766566338	0.077300883	0.654664086
IRSp53	514.1345521	0.145391116	0.161932455	0.897850379	0.369265322	0.947906187
Alg10	378.3456984	-0.114650352	0.166351549	-0.689205198	0.490694146	0.971266515
CG7616	45.79315288	0.315452599	0.406420773	0.776172431	0.437647182	0.963318115
CG14142	46.40087219	-0.451677537	0.37184599	-1.214689815	0.224484419	0.891366016
CG7607	1929.294658	0.100330753	0.119360918	0.840566202	0.400590999	0.95592978
CG14141	2128.24981	0.166223557	0.130393783	1.274781306	0.202386659	0.87075755
CG7600	1284.607683	0.070796057	0.120508273	0.587478808	0.556882179	0.985587819
CG42671	1225.809204	0.001387776	0.140824462	0.009854654	0.992137251	0.999569346
scyl	6178.541192	-0.100056211	0.092320221	-1.083795192	0.278455618	0.928406967
CG7560	25.26909473	0.295670739	0.513521527	0.575770876	0.564770062	0.98677521
chrb	4318.129173	-0.091368413	0.128104653	-0.713232589	0.475701843	0.970518668
Sgs7	3.303714523	3.063217246	2.061134271	1.486180347	0.137231424	0.785511194
CG7394	507.5511628	-0.101219634	0.133427642	-0.75861068	0.448085482	0.965618323
CG33267	702.8384032	-0.037234896	0.202709238	-0.183686233	0.85425961	0.997408062
CG7368	280.3813187	-0.063195317	0.180356032	-0.350392034	0.726044504	0.996878686
PCID2	211.0597934	0.105635469	0.200593833	0.526613744	0.598461846	0.992489776
CG18815	4060.955534	-0.029027974	0.099484126	-0.291784983	0.770451028	0.996878686
CG32091	224.8397356	-0.260977037	0.288539436	-0.904476148	0.365742977	0.947053134
CG7339	78.41943724	-0.185286459	0.307304196	-0.602941519	0.546547594	0.98504777
TfIIEalpha	393.4895856	-0.232948724	0.172540074	-1.350113731	0.176979505	0.840791222
Sugb	266.1298373	-0.198616526	0.167879958	-1.183086581	0.236774836	0.895430786
CG14135	103.707161	0.109324934	0.270526432	0.404119232	0.686125043	0.996878686
mtTFB1	682.7177137	-0.050672758	0.139455037	-0.363362692	0.716333967	0.996878686
Bmcp	345.1728622	0.029804347	0.160531036	0.185660967	0.85271064	0.997408062
CG32087	11.31056031	-0.775380678	0.743717583	-1.042574083	0.297145598	0.934565153
CG14131	21.63235967	1.467934726	0.614838897	2.387511155	0.016962888	0.31107417
CG10907	40.17111459	0.206318804	0.444914246	0.463727125	0.642843261	0.994541529
Klp68D	7331.146638	-0.148631868	0.110933366	-1.339830151	0.180300571	0.845223604
CG14130	310.3772128	0.070229374	0.202367609	0.347038611	0.728562312	0.996878686
RpL10Ab	10730.14744	0.115772433	0.131105431	0.883048339	0.377210155	0.949281535
CG14125	7245.611312	4.182644631	0.195191564	21.42840886	7.26E-102	3.86E-98
CG6938	6.09641129	-1.590707125	1.032447506	-1.540714773	0.12338622	0.766270086
CG6931	17.31344606	-1.326186181	0.723298885	-1.833524436	0.066724618	0.615863388
CG6928	575.7461991	-0.09899436	0.154379248	-0.64124137	0.521365875	0.978975836
l(3)j2D3	79.15873557	-0.12804837	0.28519468	-0.448985829	0.653441879	0.994541529
ssp	618.169318	-0.077649357	0.146570781	-0.52977378	0.596268787	0.991902363
CG11560	82.7054012	0.322369191	0.38774452	0.831395866	0.405750034	0.95592978
CG34241	0	NA	NA	NA	NA	NA
Lsp2	1438.828006	1.531398891	0.485075959	3.157029042	0.001593855	0.061317208
CG11534	278.2532209	0.01203446	0.182955178	0.065778189	0.947554421	0.997534488
Atg12	800.3350216	-0.032550334	0.12688317	-0.256537836	0.797535569	0.996878686
RhoGAP68F	2188.519381	-0.117837714	0.122524823	-0.961745639	0.336177391	0.943736445
Nrx-IV	100.4264754	-0.285019075	0.289339365	-0.985068431	0.324590459	0.942759365
CG32099	48.10840451	0.181832085	0.402090947	0.452216311	0.651113159	0.994541529
CAH2	1779.073787	0.21363735	0.217642966	0.981595473	0.326299178	0.943736445
