gene	log2FoldChange
SmB	-0.333132433
CG42329	-0.333037785
CtBP	-0.332970499
CG34347	-0.332514909
CG1890	-0.332055155
fry	-0.331711748
CG15536	-0.331687173
AP-1-2beta	-0.331477927
Bsg25D	-0.331453385
CG1461	-0.331149362
CG30008	-0.330799331
CG14291	-0.330776484
CR45502	-0.33060075
CR44067	-0.330582591
CG9184	-0.330054797
CG8786	-0.329722457
CG32212	-0.328608068
CR45319	-0.327653701
CG31368	-0.327430105
CG30395	-0.327107001
Dop1R2	-0.326963782
CG10799	-0.326880698
elg1	-0.326861697
Hipk	-0.326820434
Clp	-0.326577054
CG32726	-0.326431156
SPE	-0.325808762
stg	-0.325181354
retinin	-0.32500725
CG8833	-0.324820783
CG10337	-0.324798114
CG12910	-0.324600329
CG14855	-0.324350416
CngA	-0.323831715
CG6005	-0.323616095
CG8547	-0.323416185
orb	-0.323291085
Cyp6a2	-0.322116986
T48	-0.321798006
CG11505	-0.321570851
CG44774	-0.321077047
CG16700	-0.320571157
CG7739	-0.320474272
T-cp1	-0.320216168
eIF4E-4	-0.319743969
Cyp28c1	-0.319452901
LanB2	-0.319309367
Nup43	-0.318425844
dx	-0.318378822
CR45275	-0.318351425
Cbs	-0.318302226
CG16940	-0.317791197
CG7509	-0.3177136
CR43468	-0.31769208
CR45911	-0.31749537
sphinx	-0.317370796
Upf1	-0.317178086
CG8492	-0.317106272
MICAL-like	-0.31701509
Oct-TyrR	-0.316901691
Syt4	-0.316758382
Usp16-45	-0.316416391
salr	-0.316355336
CR45378	-0.31572342
CG14401	-0.31565206
CG4806	-0.315327999
htl	-0.315042541
insc	-0.314667607
CG3281	-0.314636256
euc	-0.31440475
Pif1B	-0.314186536
rho	-0.313939044
Pif1A	-0.313923914
CG31272	-0.313889081
IM2	-0.31380142
CG42237	-0.313732475
CG33958	-0.313729142
CR45865	-0.312968004
CG11755	-0.312822319
nuf	-0.312728777
HIP	-0.312362781
CG15812	-0.312098245
CG11413	-0.311801017
Cdc27	-0.311743829
fu12	-0.31152964
CG34261	-0.311318091
CG17739	-0.311139901
ncd	-0.311083499
Archease	-0.310493709
CG30197	-0.310441494
CG33172	-0.310117821
Ugt35a	-0.310068316
mus301	-0.309666861
Swip-1	-0.309306519
CG42795	-0.309209482
O-fut2	-0.308946864
CG7341	-0.308210095
Nup93-2	-0.307905365
Dnah3	-0.30771096
Cpr47Ef	-0.30754182
RpIII128	-0.307434533
Rpn13R	-0.307014828
Jhe	-0.306921316
CR45647	-0.306822382
homer	-0.30670602
CG4159	-0.306677593
Coq2	-0.306432982
Cont	-0.306244449
MtnE	-0.305066602
CG5435	-0.304978928
CG10646	-0.304710974
Snap24	-0.304662444
CG4269	-0.30464661
rau	-0.304420583
TotM	-0.303991625
CG4069	-0.303810291
CG5973	-0.303780177
IntS11	-0.303257207
CG43402	-0.303222335
CG6654	-0.30312747
GABA-B-R2	-0.303017885
CG3605	-0.302897439
CG14207	-0.302861614
Snm1	-0.30255081
CG43085	-0.302530641
CG15767	-0.302404766
alphaTub84B	-0.3023997
CR45670	-0.302359667
vri	-0.301935945
bchs	-0.301391641
p47	-0.30136158
flw	-0.300709226
nclb	-0.300375528
Sap30	-0.300358762
C15	-0.300301972
Hesr	-0.300179113
Tbh	-0.300072356
CNMa	-0.300041365
CG11555	-0.299753446
CG34355	-0.299702346
Cyp28d2	-0.299627126
CR43941	-0.299544498
Nep2	-0.299401057
bsh	-0.299363437
CG14696	-0.299308534
Elp2	-0.299305363
CG3168	-0.299257468
Dok	-0.298985327
Gyc88E	-0.298959283
Pex1	-0.298641712
CG31038	-0.298297978
CG10339	-0.298219512
Npc2a	-0.29796858
snama	-0.29756166
Fis1	-0.297464902
CG15099	-0.297261528
FER	-0.297213952
CR44527	-0.297005966
kay	-0.296667114
CG34025	-0.296224199
CG9941	-0.296161874
CR44662	-0.295842441
Osi7	-0.295715088
CR45926	-0.295624779
Atx2	-0.295452698
Or71a	-0.295439161
CR43461	-0.295149498
CG4022	-0.294807017
CG17167	-0.294775149
CG4721	-0.294690966
mir-9381	-0.294489283
dpr11	-0.294215127
fwd	-0.294202974
Bace	-0.293654727
Ddr	-0.293593427
koi	-0.293401763
scpr-A	-0.293209976
CAP	-0.292978703
H15	-0.292908706
Sp7	-0.292756498
CG15829	-0.292352749
CG7737	-0.291725138
Task6	-0.291054326
Or2a	-0.291024559
Ret	-0.290652718
CG5404	-0.290305584
dpr9	-0.290278856
CG8412	-0.28996686
PGRP-LA	-0.289936855
CG30480	-0.289904715
CR43812	-0.289047759
CG10344	-0.288952603
CR46135	-0.288729
phyl	-0.288256938
w	-0.287879139
cic	-0.287488318
CG9312	-0.287192036
CG3764	-0.286819375
Zfrp8	-0.286570571
tj	-0.286521614
CG30002	-0.285842816
CG30345	-0.285508178
CG13784	-0.285310941
CG42496	-0.285184665
Nrx-IV	-0.285019075
CR44181	-0.285016743
CG8329	-0.284764811
Rab30	-0.284681461
CG10289	-0.28455852
CG8929	-0.283844678
Gtp-bp	-0.283803412
snRNA:7SK	-0.283795822
kug	-0.283749004
CG40470	-0.283461684
CG11388	-0.283302358
CG11426	-0.283219974
CG10561	-0.282877616
CG42374	-0.282597554
Tango6	-0.282460661
Ih	-0.282182989
P5cr	-0.282061437
CG5281	-0.281982378
CG7275	-0.281800873
CG3792	-0.281695001
Tret1-1	-0.281507174
CG33090	-0.281073578
Cap-H2	-0.281025738
Irk3	-0.280832085
CG33655	-0.28060955
CG45069	-0.280264288
CG13047	-0.279483727
CG32055	-0.279441826
CG32260	-0.279411433
Spn55B	-0.279369137
Fas1	-0.279321976
mle	-0.279306669
CR43651	-0.279007749
CG17568	-0.278964033
SA	-0.278669386
Bili	-0.278440997
PGRP-LF	-0.278271209
CG3862	-0.277530807
Pep	-0.277524956
Art1	-0.277454371
Mdr49	-0.277387153
CG42633	-0.277325112
Ance-3	-0.27709369
CG11983	-0.277093565
Cctgamma	-0.27697494
Jabba	-0.276938247
TpnC73F	-0.276813345
Culd	-0.276189583
ksr	-0.276120889
CG15744	-0.275699566
nxf2	-0.275667822
CG34446	-0.275660958
sub	-0.275457974
phol	-0.275363195
Muc12Ea	-0.275331832
ppk29	-0.275270319
CG12909	-0.274988558
CR45124	-0.27486641
CG9265	-0.274831495
hkb	-0.274594104
Tk	-0.274382705
CG13639	-0.274208547
CG14529	-0.27415651
Det	-0.274124205
CG4065	-0.27407974
CG5447	-0.274051558
Gug	-0.273708281
CG12325	-0.273571863
Efhc1.1	-0.272872011
NSD	-0.272749196
snRNA:U2:34ABb	-0.272550744
CG17726	-0.272488317
CG15068	-0.27246412
MED31	-0.272210739
CG7886	-0.272116415
CG8419	-0.271911298
CG16820	-0.271865065
jub	-0.271794993
CG14961	-0.271294277
MRP	-0.271208124
slif	-0.271141326
CG14086	-0.271104361
CG12502	-0.270978764
CG10713	-0.270813598
ATP8B	-0.270799614
CG16836	-0.270766407
Usp20-33	-0.270699569
eIF2B-delta	-0.270652357
Mtr4	-0.270103948
Cpr73D	-0.269696508
CG6511	-0.269638862
phtf	-0.269395168
et	-0.269384481
CG9253	-0.269044421
pins	-0.268945624
l(2)09851	-0.26889444
CG15864	-0.268734149
RPA3	-0.268595603
Gprk1	-0.268333592
CG11342	-0.268236824
sli	-0.267477524
Vsx1	-0.267377571
CG12531	-0.267230532
GatA	-0.26708611
CG32507	-0.266967139
CG3253	-0.26681671
Mctp	-0.266299334
nocte	-0.266241689
ppan	-0.265893136
CG2970	-0.265793666
CG4199	-0.265533396
mys	-0.265433709
ALiX	-0.264517667
CG15535	-0.264124534
CG10268	-0.264025307
CG14005	-0.263438564
CG7409	-0.263414888
betaTub85D	-0.263309533
hth	-0.263242863
stan	-0.263081038
Nhe3	-0.263021456
CG42390	-0.262724913
l(1)G0020	-0.262692002
bdl	-0.262437626
CG9107	-0.262124281
fd59A	-0.261939578
CG14353	-0.2616752
Buffy	-0.261591274
Rbp9	-0.261389925
chn	-0.261258016
CG12863	-0.261223161
Cyp317a1	-0.261200271
CG32091	-0.260977037
CG2794	-0.260892243
RacGAP84C	-0.260740445
TM9SF3	-0.260738905
rno	-0.260723416
Ggamma30A	-0.260353167
Obp56d	-0.260279187
CG4341	-0.260128293
CG13085	-0.260034923
CG15443	-0.259637489
eya	-0.259612178
FASN3	-0.259601559
otk2	-0.259494042
ETHR	-0.259059771
grim	-0.258984258
CG42502	-0.258958915
Ino80	-0.258933389
CG42346	-0.258406336
nmdyn-D7	-0.257897201
Kul	-0.25783581
CG42360	-0.257804072
CG3655	-0.257641775
CG11458	-0.257483907
CR45414	-0.257389197
CG7372	-0.257255219
Sema1a	-0.257132455
CG42392	-0.256778399
CG15382	-0.256752895
CTPsyn	-0.256710193
fd102C	-0.256697511
dpr2	-0.256674612
pk	-0.256613414
trh	-0.256386224
mib1	-0.256240752
r-cup	-0.256030643
CG17249	-0.255932712
Ork1	-0.255846612
CG9915	-0.255751367
tup	-0.255601443
Ptpa	-0.255289718
CG6656	-0.254942306
Invadolysin	-0.254465392
Mlc-c	-0.25434727
CG7510	-0.254295757
wapl	-0.253823702
CG4619	-0.253805404
mRpL27	-0.253625561
VhaM8.9	-0.253462766
peng	-0.253216055
Acf	-0.253007122
Pex23	-0.252958244
CR44023	-0.252957516
CG5687	-0.252815923
CG5913	-0.252435515
BHD	-0.252382504
alpha-Est1	-0.252185216
Flo2	-0.252082167
cutlet	-0.252030824
CG42340	-0.251998426
Dlip3	-0.251466091
Atg18b	-0.251423279
CG31546	-0.251420947
TBCB	-0.251403723
CG18262	-0.251145945
Zn72D	-0.25060679
scny	-0.250515046
NimB1	-0.250483952
CG6723	-0.25047706
oxt	-0.25022879
Mul1	-0.250163495
Mcm5	-0.250140416
MKP-4	-0.25014035
trus	-0.250131219
papi	-0.250037968
S	-0.2495728
beat-Va	-0.249160754
Dip-C	-0.249142586
Vps28	-0.24914219
CG5888	-0.249086852
l(2)10685	-0.248978908
CG8916	-0.24877059
Taf6	-0.248741371
Dhc98D	-0.248493597
CG17834	-0.248314954
bab2	-0.247634336
CG12947	-0.247622492
Cyt-c-p	-0.247510761
SLO2	-0.247111384
nec	-0.246848925
AlaRS-m	-0.246815781
CG46244	-0.246596408
snRNA:U11	-0.246492699
Cka	-0.246328725
CG2982	-0.246243646
Khc-73	-0.245639943
Hsc70-3	-0.245624006
rdgC	-0.245598696
scaf	-0.245503764
unc80	-0.245465489
DAAM	-0.245132938
Ask1	-0.244987553
CG16941	-0.244916046
MFS9	-0.244867731
wfs1	-0.244847959
GlcT-1	-0.244824557
Dsp1	-0.244684792
CG46311	-0.244681234
CG6420	-0.244673361
Rpn10	-0.244581969
Vmat	-0.244576848
CG11317	-0.24416446
shg	-0.243959626
CG32187	-0.243900047
CG13430	-0.243845597
MRE23	-0.243727919
CG5704	-0.243609375
Cyp6t3	-0.243531348
Nipped-A	-0.243410985
bur	-0.243104273
Trip1	-0.243065284
CG8646	-0.243030914
CG17190	-0.242980026
Reck	-0.242947303
Tet	-0.242781428
CG12877	-0.242364947
CCAP-R	-0.242176856
CG33253	-0.242107429
CG6749	-0.241837258
CG5131	-0.241475916
e	-0.241331623
Naam	-0.241300785
HmgZ	-0.241185969
Scm	-0.241134283
Pvf2	-0.241128741
Taf2	-0.24106416
clos	-0.240806267
CG5181	-0.240722984
CG8673	-0.240496463
Tango13	-0.240485473
CadN2	-0.240437695
ND-AGGG	-0.240307577
tsu	-0.240094732
rig	-0.240034131
CG10516	-0.240023251
Rgl	-0.239977599
List	-0.239698687
CR43259	-0.239652934
Elal	-0.239604518
Taf7	-0.239526847
CG11837	-0.239522755
HPS4	-0.239359309
CG5835	-0.239350741
CenG1A	-0.239342632
YL-1	-0.239332547
pod1	-0.239093267
CG5273	-0.238979618
Vinc	-0.238962878
CG8300	-0.238847268
Fer3HCH	-0.238770544
su(Hw)	-0.238657374
CG15482	-0.238627406
CG17786	-0.238608421
CG7650	-0.238559135
CG31759	-0.238419952
CG8944	-0.238085035
CG7300	-0.238015454
CG43740	-0.237422012
SH3PX1	-0.237415779
CG11714	-0.237350921
CG15877	-0.237345329
Ank2	-0.237069213
CG8086	-0.236952806
Hmx	-0.236784317
RpLP0	-0.236745057
Rpt2	-0.236729285
Sox21a	-0.23651793
Xpd	-0.236362111
CG1208	-0.236103261
pnut	-0.236084255
S-Lap1	-0.236047554
CR44965	-0.2359607
CG31235	-0.235922861
CG43117	-0.235811072
CG9578	-0.2357973
CG42327	-0.235623325
Mdr50	-0.235114979
CG42784	-0.234812631
sm	-0.234802883
eco	-0.234732806
rept	-0.234725679
HDAC1	-0.234564934
dom	-0.234556839
Ras64B	-0.234313082
Vha100-1	-0.234271982
CG1827	-0.234250081
Socs44A	-0.233988946
CG15118	-0.233857795
CCHa2-R	-0.233808532
CG8343	-0.233683875
Spt-I	-0.233433449
LManI	-0.233389374
CG13901	-0.233273444
Task7	-0.233119204
CG4496	-0.233031931
CG34313	-0.232975717
TfIIEalpha	-0.232948724
CG8112	-0.23292624
CR45141	-0.23279963
Mst77F	-0.232785082
CG30096	-0.232767158
SF1	-0.232390724
CG13024	-0.232196549
kek3	-0.232087829
CG14298	-0.231994574
CG7006	-0.231933802
CG8187	-0.231911881
CTCF	-0.231905402
Gcn5	-0.231592457
Mcm7	-0.231565555
ico	-0.231294086
Tpc2	-0.231045251
CG6495	-0.230735378
CG31321	-0.230690024
CG44325	-0.230640388
MED1	-0.230637225
ct	-0.230204549
Gfrl	-0.230058627
CR45538	-0.230054968
stnB	-0.229723333
glo	-0.22968235
CG14945	-0.229544026
TrpRS	-0.229448361
Ets97D	-0.229395609
Xrp1	-0.228991712
CG9248	-0.228981517
CG10581	-0.228778727
skd	-0.228615734
Rbm13	-0.228293155
CalpA	-0.228253904
CG10970	-0.228253391
RpL14	-0.228173754
CCKLR-17D1	-0.228140908
Cdk7	-0.228128921
5-HT2B	-0.228004971
Gbeta5	-0.227883916
CG32032	-0.227839289
CG9346	-0.227634171
abs	-0.227561634
CG6422	-0.227459717
CG17193	-0.227192853
CG11123	-0.227080385
CG7239	-0.227042749
RhoGAP15B	-0.22679809
Dph5	-0.226796355
Pfdn2	-0.226329829
CG5641	-0.226159037
CrebB	-0.226143375
NimB3	-0.22594314
Lmpt	-0.225706782
Dgk	-0.225584792
Pino	-0.225394945
RhoGAP102A	-0.225076761
Fs	-0.224865183
CG7565	-0.224643172
CG8066	-0.224572694
CG43093	-0.224563405
TotX	-0.224362482
CG13344	-0.224353542
CG7206	-0.224186741
bic	-0.224173062
CG4854	-0.224166033
CG13056	-0.2240724
FucTA	-0.223958451
CG30291	-0.22367595
CG31915	-0.223626391
CR43466	-0.223434323
Cpr92F	-0.223027735
CG4592	-0.222984414
CG8155	-0.222785812
CG10055	-0.222772273
CG46308	-0.222658416
Taf4	-0.222393184
CG1703	-0.222391628
CG43165	-0.222355515
CR45804	-0.222280415
dpr20	-0.222167665
CG1358	-0.222051915
spz5	-0.221985437
CG10874	-0.221960627
barc	-0.221951509
CG9629	-0.221867487
CG7029	-0.221781188
CG11436	-0.221762259
eIF4E-5	-0.221629951
pch2	-0.221513497
snoRNA:Or-CD2	-0.221249841
Lar	-0.221189415
CG5854	-0.221016971
CG1311	-0.220926956
CG32695	-0.220886908
chinmo	-0.220822303
mei-9	-0.220758147
CG3790	-0.220606888
Rcp	-0.220590047
CG6024	-0.220534548
CG14968	-0.220406415
Lac	-0.220274692
Hf	-0.220153587
CG13245	-0.22006946
vg	-0.220051344
Rac1	-0.219969901
CG12866	-0.219969659
MRE16	-0.219892774
Bap170	-0.219846069
bys	-0.219843623
CG3961	-0.219780624
Ziz	-0.219745708
mei-W68	-0.219682209
klar	-0.219568473
CG4186	-0.2194861
Apc	-0.219392398
CG1910	-0.219127828
klg	-0.218990754
GstE2	-0.21896415
CR43963	-0.218868175
raw	-0.218678751
Frq2	-0.218652267
CG13926	-0.218623755
CG4004	-0.218367701
Cp7Fa	-0.218008973
CG6231	-0.217967169
Hsc70Cb	-0.217925196
Dyrk2	-0.217796793
CR44107	-0.217794369
Trax	-0.217736784
CG15465	-0.217662847
TotC	-0.217604271
CG6066	-0.217576218
CG10178	-0.217239404
Oatp58Dc	-0.217110583
Nop56	-0.21702419
CG13369	-0.216972847
CG43689	-0.216946208
CG43885	-0.21681717
Cyp4p2	-0.216815925
alphaTub67C	-0.216732746
dpr4	-0.216662507
CG45002	-0.216597471
CG31690	-0.216513702
fdl	-0.216490647
Golgin104	-0.216460658
Kif3C	-0.216449972
CR44589	-0.216319622
CG13643	-0.216313883
elav	-0.216166807
p120ctn	-0.216065181
GalNAc-T1	-0.215849446
l(3)76BDm	-0.215812819
Tsr1	-0.215805588
CG16743	-0.215729843
Wnt5	-0.21557212
CG8370	-0.21554548
JhI-1	-0.215440979
rg	-0.215182295
Lpt	-0.215131017
beta4GalNAcTB	-0.21497837
CG8677	-0.214972714
CG4927	-0.214847224
roX2	-0.214732918
CG12173	-0.214702543
otk	-0.214558838
CG10738	-0.214326275
CR45604	-0.214129164
CG6695	-0.213948131
Unc-115b	-0.213913993
p24-2	-0.213913993
MTA1-like	-0.213538162
Rac2	-0.213508779
CG12267	-0.213461235
B52	-0.213356868
CR45825	-0.213187176
axo	-0.213175197
CG34383	-0.213121571
Spec2	-0.212931399
Nmdar2	-0.212849333
dpr15	-0.212769388
Hpr1	-0.212624984
lark	-0.212549056
CG7408	-0.212511101
CR44065	-0.212472068
TMS1	-0.212467086
CG5758	-0.212385214
CG5877	-0.21218917
Arpc1	-0.212052567
CG31326	-0.211906013
kraken	-0.211847284
CG5026	-0.2117795
CG31183	-0.211726145
CG6813	-0.211552289
CG11367	-0.21120756
CG16786	-0.211175052
CG34114	-0.210977649
VAChT	-0.210880939
Dredd	-0.210739209
CG31278	-0.210493176
CG3156	-0.210445569
CG44243	-0.21041063
Rbcn-3A	-0.210222584
Pi3K68D	-0.210152188
CG8635	-0.210015699
Vps25	-0.209997826
CG13074	-0.209939087
hig	-0.209686804
krz	-0.209650377
unc-5	-0.209410832
CG4820	-0.209378558
l(2)k05819	-0.209302889
CG43155	-0.209241078
RecQ5	-0.209228569
CG16854	-0.20892904
NimB4	-0.208792689
Pka-C1	-0.208578602
CG11951	-0.208534989
CG13937	-0.208512525
pcx	-0.208457914
mir-283	-0.208397068
PPO2	-0.208214206
CG14882	-0.208129637
Ptpmeg	-0.208120209
MP1	-0.208009219
CG31431	-0.207986385
Usp5	-0.207929364
Dat	-0.207855123
arr	-0.207836382
ph-p	-0.207816936
Cals	-0.207805145
Ent3	-0.207620811
CG13678	-0.207542131
CG8837	-0.207467147
CG4291	-0.207363203
CG4797	-0.207352608
CG42837	-0.2071503
CG43295	-0.207127244
Sry-beta	-0.207098354
CG2129	-0.207001146
CG17652	-0.206955708
sdk	-0.206551736
CG34393	-0.206543037
teq	-0.206520813
CG5348	-0.206362109
Hip14	-0.206314475
CG9518	-0.206262975
CD98hc	-0.206093359
tmod	-0.206014705
mspo	-0.205751965
CG4020	-0.205720096
cv-d	-0.205642102
CG44245	-0.205555765
Tes	-0.205481187
DNApol-epsilon255	-0.205286243
wrapper	-0.205267575
HBS1	-0.205217612
skl	-0.205112761
PPO1	-0.20498733
Ptp10D	-0.204810796
scrt	-0.204804055
tal-AA	-0.204644489
CG9319	-0.204642907
Su(H)	-0.204557758
Act5C	-0.204528769
CG1109	-0.20449024
CG9932	-0.204475748
Nacalpha	-0.204283286
dbo	-0.204003156
CG3529	-0.203997522
CG2962	-0.203992403
CG12259	-0.203918343
yps	-0.203790703
CG18809	-0.203726746
CG8079	-0.203668148
Dyrk3	-0.203417218
CG2841	-0.203279317
Rpn13	-0.203232257
cora	-0.203194936
Rab3	-0.203184062
gbb	-0.203021684
mGluR	-0.203001595
Caf1-105	-0.202975365
CG32204	-0.202916784
GlcAT-I	-0.202901784
CG3262	-0.202814431
CG31344	-0.202700104
viaf	-0.202648876
MrgBP	-0.202452676
Ten-m	-0.202389412
vito	-0.202365501
Traf4	-0.202057706
noe	-0.202010969
Doa	-0.201914073
CG32165	-0.20168899
CG31475	-0.20164407
CG1677	-0.201516591
Nop60B	-0.20139251
CdsA	-0.201377462
CG7990	-0.201232314
AstC-R2	-0.201069415
NLaz	-0.201022899
thoc5	-0.200935225
mio	-0.20090835
svp	-0.200618119
Chmp1	-0.200533044
Shal	-0.200406999
Larp7	-0.200371328
RabX6	-0.200352789
trio	-0.200340632
Scp2	-0.200287484
CG5087	-0.200151078
CG45086	-0.200042003
Atpalpha	-0.199981739
pont	-0.199659491
Nedd4	-0.199611932
CG14285	-0.199510662
pxb	-0.199498057
spag	-0.199469176
CG8777	-0.19945566
CG15528	-0.199329502
Paip2	-0.199223525
akirin	-0.19910111
SREBP	-0.199004809
Gclm	-0.198986571
Fancd2	-0.198861867
Prp3	-0.198749891
TyrR	-0.198668352
Sugb	-0.198616526
CG3225	-0.198501103
kcc	-0.198489336
CG7857	-0.19836371
CG13760	-0.198156451
sns	-0.198153276
Prp8	-0.198148783
Hsc20	-0.198133424
Dlg5	-0.19792954
Sas10	-0.197880252
tay	-0.197833895
CG6418	-0.197801788
SoxN	-0.197792217
CG11841	-0.197706961
CG4119	-0.197468839
ari-2	-0.197457715
CG6067	-0.197352571
vir-1	-0.197345473
CG12099	-0.197010862
fab1	-0.196971915
Nep4	-0.196912406
eIF4G	-0.196912063
STUB1	-0.196882301
CG10103	-0.196862095
CG5292	-0.196381307
CR43492	-0.196343488
CG32104	-0.196340419
roq	-0.1962303
glu	-0.196170762
CG17122	-0.196076562
muskelin	-0.195807498
GlyS	-0.195798269
RhoGAP19D	-0.195626028
Top2	-0.195584586
Arp6	-0.195374053
CG13437	-0.195340439
RabX1	-0.195245144
DNApol-iota	-0.195069779
Glycogenin	-0.194885789
CG14440	-0.194740285
CG31287	-0.194668081
CG3735	-0.194651911
Phf7	-0.194642507
Rif1	-0.1946289
CG10395	-0.19461366
CG12219	-0.194608259
sna	-0.1941988
CG43778	-0.194090036
Sox100B	-0.194014283
crim	-0.193943952
CG15894	-0.193943283
CG32432	-0.193912227
CG42684	-0.193676932
CG6013	-0.19365841
CG17672	-0.193606152
thetaTry	-0.193166938
DIP-delta	-0.193144214
CG8617	-0.19302579
CG5674	-0.192952736
spg	-0.192689215
CG15630	-0.192688012
CG14591	-0.192685266
CG34030	-0.192645012
CG13404	-0.192170064
CG42402	-0.192114204
CG3542	-0.192001436
Past1	-0.191888688
CG8861	-0.191859681
CG13954	-0.191652633
CG13252	-0.191615463
CG7407	-0.191343208
CNMaR	-0.191058169
CG10660	-0.191030183
CG34354	-0.191003125
CG6356	-0.190993208
Tsp42En	-0.190988742
CG7084	-0.190956496
psidin	-0.190640356
CG12239	-0.190450198
Ssdp	-0.190340574
pea	-0.190187729
CG34125	-0.190166533
CG8398	-0.190031592
CG30069	-0.18995688
alphaSnap	-0.189952722
Corp	-0.189808173
Sk1	-0.189558261
Cip4	-0.189537317
not	-0.189484718
Neurl4	-0.189409896
MtnA	-0.189067411
CG30105	-0.189055838
CG42750	-0.188878825
CG44085	-0.188870179
Pph13	-0.188837285
Ncc69	-0.188752119
CR45054	-0.188470572
CG8768	-0.188284529
CG7101	-0.188268093
AnxB9	-0.188237279
CG32512	-0.188232031
Lst8	-0.18800431
SLC22A	-0.187985764
Lon	-0.18743799
CG4287	-0.187391416
boi	-0.187325396
CG9445	-0.187123942
Panx	-0.187047446
Dscam2	-0.1870074
CG1722	-0.186963074
Rbsn-5	-0.186947116
CG42672	-0.186822123
kibra	-0.186735012
Mcm6	-0.186706794
CG13375	-0.186187061
CG32698	-0.186160109
ATP6	-0.186131719
l(3)73Ah	-0.18609807
CG12128	-0.185984497
Top1	-0.185830666
Mal-A5	-0.185793454
fra	-0.185373503
CG11566	-0.185292573
CG7339	-0.185286459
CG8728	-0.18528172
Rnp4F	-0.185037357
Spn43Ab	-0.184965482
Smn	-0.184798746
CR45835	-0.184715033
CG3709	-0.184624399
ninaB	-0.184620792
CG4300	-0.184494695
Lgr3	-0.184491386
Epac	-0.184376924
Edem1	-0.184325978
GstD3	-0.184259014
Zcchc7	-0.184221847
CG42541	-0.184168774
CG7544	-0.184039437
PK2-R1	-0.184021999
Obp83ef	-0.18393081
CG34054	-0.183857304
CR45745	-0.183542815
CG4842	-0.183453186
Dref	-0.183291811
CG17490	-0.183222662
beta-Man	-0.183160267
CG7115	-0.183157426
CG3303	-0.183083365
CG31145	-0.183015359
Nf-YC	-0.182953179
ana1	-0.182899422
CASK	-0.182889923
CG13384	-0.182863811
HisRS	-0.182848611
Gk1	-0.182778249
CG13255	-0.182669945
CG43658	-0.182617104
CG5728	-0.182612738
Cp190	-0.182473629
CG43313	-0.182352049
CG8668	-0.182263118
CR45347	-0.182188654
AdoR	-0.182111942
CG10359	-0.182027528
Bx	-0.181812673
na	-0.181661981
CG42751	-0.181523063
Shc	-0.18126626
mfrn	-0.181248627
Hrb27C	-0.180947849
nolo	-0.18093831
PlexB	-0.180710395
NaPi-III	-0.18059277
Liprin-gamma	-0.180346548
mahe	-0.180016327
CG6041	-0.179977188
Mcm10	-0.179957578
dmrt99B	-0.179942717
CR45384	-0.179575295
CR45919	-0.179567903
CG7946	-0.178984134
CG14186	-0.178927023
CG14100	-0.178921031
Ulp1	-0.178900372
CG30460	-0.178805043
Tom40	-0.178697091
CG12344	-0.178687999
CG45781	-0.178630348
Psa	-0.178592246
CG4725	-0.178587076
CG42566	-0.178502877
DIP-alpha	-0.178493581
GluRIB	-0.17812935
CG11851	-0.178079517
Rbf	-0.178048987
pHCl	-0.177926214
dmpd	-0.177743421
CG7638	-0.177743076
CG6154	-0.177687207
Ilp6	-0.177595012
Dll	-0.177585987
Elp3	-0.177535615
blp	-0.177531889
CG43732	-0.1774932
CG1792	-0.177334152
CG3797	-0.177303797
CG32121	-0.177295849
CRIF	-0.177218913
CG1552	-0.177112564
CkIalpha	-0.177030826
Pak3	-0.177007026
CG3530	-0.176955706
CG16972	-0.176894382
mir-4965	-0.176878791
qkr54B	-0.17683919
CG7492	-0.176736663
CG14879	-0.176700102
CG31441	-0.17668174
CG3077	-0.176606209
Cul5	-0.176520287
SerRS-m	-0.176392686
CG30015	-0.176110274
swm	-0.176070852
babo	-0.176045913
Opbp	-0.176027729
Sec71	-0.176000647
CG10321	-0.175985931
pie	-0.175833718
CG17360	-0.175717238
CG11248	-0.175665517
CG18659	-0.175504403
CG18259	-0.175395821
DMAP1	-0.175066476
stau	-0.175065892
Sec15	-0.174984624
CG10904	-0.174852269
CG1441	-0.17484933
ind	-0.174701255
CG2316	-0.174609446
Mtl	-0.174562794
Or63a	-0.174470393
CG32669	-0.174420904
DIP-zeta	-0.174365302
CG31689	-0.174302615
Rad23	-0.174295319
ND5	-0.174196528
CG3091	-0.174149308
nub	-0.174020765
gogo	-0.173943576
Pask	-0.173936941
enok	-0.173748059
CG10654	-0.17359002
Sym	-0.173558117
CR43148	-0.173535122
RunxB	-0.173523563
Ugt35b	-0.173497562
GAA1	-0.173406862
CR44029	-0.1733885
CG7956	-0.173333144
ths	-0.173268132
CG43109	-0.173265307
CG6660	-0.173246948
CG17278	-0.172944418
nudC	-0.172890951
GAPcenA	-0.172856878
l(2)dtl	-0.172847573
