gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
lqf	731.48164	0.164343889	0.12990736	1.265085284	0.205840758	0.674026796
Pura	187.4542715	0.187875759	0.203137737	0.924868821	0.355034146	0.808046621
snoRNA:Me18S-A1806	7.910191275	0.301154594	0.891161194	0.337935041	0.735412141	0.951475969
CG32373	32.41043346	0.21094793	0.453777785	0.464870554	0.642024158	0.930057728
PGRP-SD	334.1434657	1.101404246	0.218693902	5.036282382	4.75E-07	4.80E-05
CG12262	1165.291316	-0.193281209	0.143653788	-1.345465451	0.178474971	0.636559591
CG13685	1034.117155	0.114012107	0.109670343	1.039589225	0.298530785	0.768673868
CG7409	50.25259279	-0.441061252	0.603250247	-0.731141437	0.464692767	0.863921761
Hn	3671.655919	0.294278369	0.331488825	0.887747479	0.3746766	0.819903457
CG32365	35.28920952	0.217901226	0.42136055	0.517137227	0.605060368	0.916074766
eIF4E-5	4.958678102	-0.240990831	1.144140265	-0.210630495	0.833175614	0.964710372
CG8281	57.82292538	-0.123437544	0.341698242	-0.361247232	0.717914637	0.948285222
CG32368	550.065381	1.663608889	0.449301471	3.702656225	0.000213354	0.008357307
Srp9	252.3462772	0.138789704	0.184199002	0.753476962	0.45116335	0.857015299
exex	49.33575639	1.728695786	0.558698257	3.09414924	0.001973782	0.043728816
RNaseX25	1863.770701	1.051817547	0.321329734	3.273327787	0.001062891	0.028076685
CG8209	144.1321539	-0.756074879	0.235519029	-3.210249643	0.001326197	0.032607364
nmo	6982.141581	0.19322673	0.102245416	1.889832703	0.058780338	0.386932403
Ect4	1458.071213	0.27137604	0.123506467	2.197261787	0.028001755	0.257796319
CG7927	244.9481984	-0.07028366	0.174132512	-0.403621698	0.686490928	0.942704207
msk	689.0828774	0.212234694	0.131084573	1.619066898	0.10543287	0.512891535
ldbr	19.15397382	-0.428337039	0.58190256	-0.736097533	0.461671344	0.863026345
CdsA	1648.093549	-0.294368449	0.107267612	-2.744243514	0.006065053	0.098708017
mus301	1.036169804	-3.558638233	2.925412079	-1.21645708	0.223810852	NA
CG7979	218.8592554	-0.141902118	0.180235368	-0.78731561	0.431097134	0.848132808
Atg18a	303.3234664	0.186691396	0.163191329	1.144003155	0.252622328	0.73124901
MED24	194.4925897	0.066153727	0.197877511	0.33431655	0.738140703	0.95163061
CG8005	30.03581443	0.298474612	0.445716477	0.669651287	0.503080112	0.88352051
CG13679	28.36372453	-0.158163305	0.439646971	-0.3597507	0.719033574	0.948285222
CG8012	535.6093668	-1.007656691	0.241109793	-4.179244137	2.92E-05	0.001751817
CG13678	20.40530588	-0.770559203	0.533841377	-1.443423527	0.1489012	0.590308396
Dscam4	3917.961309	-0.038421825	0.113466843	-0.338617203	0.734898121	0.951475969
Rab19	205.6819131	-0.078864992	0.18959262	-0.415970792	0.677431376	0.941338192
CG13671	190.9738836	-0.238261502	0.189984775	-1.254108399	0.209802608	0.678776497
Sbp2	212.2947856	-0.189580437	0.181686098	-1.043450427	0.296739729	0.767367091
CG34461	4.890914459	0.665319021	1.249184988	0.532602479	0.594308786	0.911057291
Pex2	79.36712592	0.180473064	0.279269753	0.646232046	0.518129089	0.887029695
DNApol-alpha50	27.26324813	-0.657193414	0.481751451	-1.364175268	0.17251241	0.625148247
CG7083	832.8775799	-0.0755016	0.124543447	-0.606226994	0.54436403	0.901062175
GAPcenA	986.3907731	0.066752521	0.136671229	0.488416772	0.625254664	0.925484705
ImpE1	194.8868654	0.428984756	0.194024048	2.210987559	0.027036699	0.251837314
CG7120	607.7265665	-0.152234721	0.138689044	-1.097669406	0.272348874	0.747598746
CG13667	11.49438766	0.285295487	0.742608935	0.384179982	0.700845054	0.944038443
Exo70	95.96434285	-0.136197194	0.252491361	-0.539413285	0.589601716	0.909528005
mtrm	9.688428476	-0.481814057	0.828576537	-0.581496139	0.56090612	0.903912929
Cbl	1615.245204	0.160650186	0.111863043	1.436132807	0.150964554	0.590308396
Gug	662.3872331	0.135305792	0.14020512	0.965055997	0.334516765	0.790837221
CG6745	100.9781976	0.340809364	0.284331676	1.19863312	0.230670634	0.706177882
CG6765	1870.378706	0.238488196	0.091117142	2.617380111	0.008860761	0.124543235
GstO3	90.83996385	0.283931216	0.316441451	0.897263033	0.369578577	0.818114235
se	15.1241191	1.677557303	0.769459857	2.180175207	0.029244477	0.266380724
foi	1417.892506	-0.085007592	0.113149202	-0.751287599	0.452479591	0.857671526
ergic53	674.0563832	0.165422458	0.128628807	1.286045186	0.198427292	0.663700638
rhea	661.1964492	-0.308915954	0.131497959	-2.349207213	0.018813434	0.203364728
CR43910	756.454803	0.0478517	0.159305335	0.300377259	0.763889408	0.954639865
CG43078	426.6135771	0.24980631	0.138387994	1.805115475	0.071056614	0.423460854
RpL14	18357.80903	0.063088343	0.096717863	0.652292567	0.514212454	0.886139932
CG6282	1801.602149	-0.134151358	0.131674282	-1.01881215	0.308292157	0.776458371
S-Lap1	27.06023709	-0.616176487	0.473795119	-1.300512526	0.193425366	0.657978973
Zasp66	254.4583591	0.021900939	0.3249939	0.06738877	0.946272209	0.987444737
Cpr66D	25.3866353	2.588458683	0.858867512	3.013804395	0.002579941	0.053597244
h	508.5877693	0.286504538	0.467752106	0.612513624	0.540197987	0.898816089
CR44526	14.24082575	0.406169378	0.718933725	0.564960807	0.572100422	0.905968773
CG6511	88.6831434	0.465355741	0.261799788	1.777525281	0.075481855	0.436126792
Cp18	23.65877612	0.662472089	0.632531543	1.047334471	0.294945343	0.766542469
Cp15	86.01063744	0.908750281	0.476121849	1.908650661	0.056307172	0.381686635
Cp19	46.9720088	1.444121848	1.345827996	1.073035969	0.283254978	0.757953849
Cp16	31.17343715	0.800167055	0.730888885	1.094786186	0.27361032	0.748931801
Fhos	288.2739032	0.548337921	0.210073195	2.610223166	0.009048317	0.126480007
dally	2351.182848	0.081105982	0.101066157	0.802503872	0.422261549	0.84396525
Mcm7	6.612549816	-0.106759777	1.098232361	-0.097210555	0.922559186	0.98275208
Tsp66E	771.2567563	-0.111569833	0.108342108	-1.029791975	0.303107669	0.771401454
GNBP3	145.5548545	-0.404948315	0.287727177	-1.407403774	0.159307693	0.603852488
mRpL12	796.3928709	-0.203699297	0.126152396	-1.614708113	0.10637392	0.51344778
CG5021	548.5928001	-0.136652939	0.128123687	-1.066570453	0.286165849	0.760598703
CG5026	188.3920262	-0.185085453	0.18770785	-0.986029365	0.324118703	0.784494818
Srp68	386.2556342	0.17681973	0.149047331	1.186332753	0.235490917	0.71209397
CG13314	8.443645146	0.314441459	0.853182329	0.368551303	0.712462199	0.946497054
CG5068	346.8557362	0.072522877	0.148697954	0.487719403	0.625748606	0.925661053
CG5087	345.6062715	-0.181825247	0.15852147	-1.147007071	0.251378699	0.729699452
Doc3	2.958771672	0.684054769	1.510097791	0.452987067	0.650558054	0.932557176
Doc1	0	NA	NA	NA	NA	NA
CG5144	44.82617435	0.20574789	0.362484745	0.567604272	0.570303705	0.905698901
CG4942	38.64216758	0.218820224	0.389531715	0.56175201	0.574284993	0.906710191
teq	944.0463149	-0.474955301	0.128898668	-3.684718461	0.000228956	0.008834084
CG32032	622.0938992	0.182961441	0.132015501	1.385908773	0.165774762	0.613879077
CG13315	5740.053095	0.564605883	0.576265072	0.979767664	0.327200817	0.786289437
Dhpr	295.6724711	-0.234299588	0.165276039	-1.417625862	0.156300025	0.599235458
nwk	4123.62368	-0.167380032	0.109535603	-1.528087918	0.126490711	0.55285452
CG4476	9.071073281	-0.020570216	0.860601724	-0.023902131	0.980930674	0.995677129
GluRIB	913.4622134	0.039570788	0.112286564	0.352408929	0.724531607	0.949151146
PGRP-LA	228.3996577	0.215147001	0.176792679	1.216945195	0.223625069	0.696267355
PGRP-LC	72.84347905	0.403269791	0.317087902	1.271791795	0.203447105	0.671535823
PGRP-LF	72.01432997	0.355358286	0.320535265	1.10864022	0.26758542	0.744741929
CG32040	3.002085583	-1.206455466	1.457121418	-0.827971816	0.407686462	0.835615206
CG32039	238.2960485	-0.088227994	0.18526313	-0.476230722	0.633910015	0.927080209
Pdxk	217.7964366	0.026418245	0.182016677	0.145141891	0.884598844	0.974042036
CG34456	9.487027752	0.538560838	0.982629321	0.548081384	0.583636023	0.909349411
CG4447	66.51909268	0.263817069	0.299587315	0.880601603	0.378533491	0.821844472
CG4452	1488.636921	-0.068807912	0.09753495	-0.705469288	0.480518238	0.872606891
CG4456	997.1697656	2.601883871	0.954362894	2.726304519	0.006404788	0.101667371
Hsp22	997.1697656	2.601883871	0.954362894	2.726304519	0.006404788	0.101667371
CG4461	102.6525265	-0.346294505	0.747433162	-0.463311667	0.643140984	0.930057728
Hsp23	1416.606049	1.272807232	0.695878408	1.829065562	0.067389787	0.417719367
Hsp27	117.1385035	3.498394893	1.212879032	2.884372472	0.003921946	0.072278864
Cpr67B	383.7594651	0.954580713	0.525430363	1.81675971	0.069253915	0.420658766
CG3689	458.2917635	-0.13480752	0.132800348	-1.015114213	0.310051387	0.77811191
aay	2484.979996	0.691959983	0.117186317	5.904784802	3.53E-09	5.96E-07
Shc	318.6422186	-0.329494221	0.163858245	-2.0108492	0.044341388	0.333921765
MTF-1	93.03308684	0.31823431	0.27106093	1.174032382	0.240382055	0.71863492
CG33926	1436.789267	1.005697955	0.350678788	2.867860812	0.004132573	0.074985547
CG3529	1927.117912	-0.018740955	0.105755396	-0.17721039	0.859343135	0.967430114
ghi	426.7026299	-0.194818775	0.153826639	-1.266482693	0.205340322	0.673589363
CG3552	80.99510027	-0.364185211	0.283786448	-1.283307268	0.199384448	0.663781757
CR45873	20.47671816	-0.501191415	0.605405918	-0.82786012	0.407749723	0.835615206
CG44838	1127.976876	-0.072657825	0.111244626	-0.653135596	0.513668866	0.886139932
Jarid2	1378.352479	0.1791326	0.113458097	1.578843692	0.114371914	0.53194558
CR45874	200.7745647	-0.432710656	0.188916343	-2.29048821	0.021993031	0.22169492
CG42673	385.1743495	0.135834793	0.138024884	0.984132632	0.325050304	0.784597042
Tmc	20.49033759	0.197131979	0.550011205	0.358414478	0.720033159	0.948305195
LanB2	432.5680091	0.375156373	0.149384824	2.511341945	0.012027313	0.151104122
CG3335	29.96916895	-0.055052801	0.427913409	-0.128654067	0.897631382	0.976324096
CG8336	103.7079215	-0.22003264	0.24936854	-0.88235926	0.37758256	0.821410667
CG8329	39.04808285	-2.79655465	1.403067988	-1.993171161	NA	NA
CG18179	34.71415975	4.169546355	2.223317066	1.875371902	NA	NA
CG18180	1759.653686	5.384668995	1.700501449	3.166518322	NA	NA
CNMaR	186.7054518	0.156844965	0.23358843	0.67145862	0.501928412	0.882730721
CG16717	348.2985662	-0.165791118	0.152681533	-1.085862281	0.277539927	0.752817855
alphaTub67C	21.01735969	-0.329925146	0.573981808	-0.574800703	0.565426092	0.904953824
CR45804	17.67551317	0.008566727	0.569348659	0.015046539	0.987995052	0.996198579
CR45121	8.060519647	-1.801977855	0.898539265	-2.005452544	0.044914689	0.335541065
Ubc4	316.9067525	0.049104868	0.16102438	0.304953003	0.760401947	0.954639865
CG16711	3525.041768	0.171582858	0.104866125	1.636208626	0.101795932	0.508338191
vsg	2182.804611	0.429587332	0.11381898	3.774303117	0.000160456	0.006746993
snmRNA:838	81.75981217	0.863360304	0.281169938	3.070599612	0.002136294	0.046042055
CG14174	19.87120009	0.465758033	0.533482419	0.873052263	0.382634592	0.822449196
defl	15.26502631	0.899205148	0.651262118	1.380711581	0.167367659	0.616453923
Naa60	469.0265365	-0.258831227	0.143574467	-1.802766413	0.071424907	0.424103396
ATPsynB	2586.404018	-0.094812259	0.094209989	-1.006392852	0.314226631	0.779475741
CG8177	2719.497511	-0.23530742	0.087549218	-2.687715839	0.007194259	0.109399107
CG32052	550.6940042	-0.401885038	0.140780507	-2.854692361	0.004307853	0.077047755
Ilp2	2784.181838	-0.579146929	0.094802042	-6.109013231	1.00E-09	1.78E-07
CG43897	352.2586464	-0.590252172	0.497778455	-1.185772838	0.235712021	0.71209397
CG8108	630.2498782	-0.272703444	0.144123397	-1.892152481	0.058470668	0.386466511
CG34382	6.615580431	0.398349091	1.003827243	0.396830325	0.691492587	0.942704207
CalpB	718.2555307	0.080344233	0.123789255	0.649040447	0.516312233	0.886399944
nudE	409.8410324	-0.05654172	0.145294455	-0.389152637	0.697163237	0.943301026
bma	2239.84024	0.03857453	0.088135679	0.437672122	0.661623981	0.935776361
Dronc	135.0646135	-0.121396033	0.226206143	-0.53666108	0.591501745	0.909702111
CG42455	251.3665418	-0.210421088	0.172604405	-1.219094543	0.222808311	0.694724945
vnc	251.3665418	-0.210421088	0.172604405	-1.219094543	0.222808311	0.694724945
dpr6	542.0044061	0.100829892	0.125376418	0.804217358	0.421271456	0.843361551
CR45403	4.967654852	-1.218349045	1.09905131	-1.108546101	0.267626041	0.744741929
CR46004	152.547263	0.017182685	0.22183749	0.077456181	0.938260649	0.985836147
CR46006	1366.535169	0.085584099	0.10933943	0.782737751	0.433781129	0.848937988
S-Lap3	0	NA	NA	NA	NA	NA
Rbfox1	5354.367651	0.134166497	0.089846151	1.493291539	0.135360889	0.567788226
S-Lap4	0.428223392	2.171059257	4.004469982	0.542158954	0.587709009	NA
hay	53.96810327	0.246753126	0.380535274	0.648436934	0.516702388	0.886399944
CG34001	16.57368572	-0.289736277	0.670862219	-0.431886413	0.665823971	0.937112963
CG8009	839.570789	0.085748991	0.147957247	0.579552492	0.562216438	0.904116121
CG18628	32.88104624	-0.159829967	0.47730666	-0.334858027	0.737732185	0.95163061
CG14153	48.90386478	-0.325681623	0.380223509	-0.856553093	0.391691919	0.82634633
CG8003	76.06504543	0.184977578	0.343310046	0.538806192	0.590020591	0.909528005
Adi1	512.8653833	0.004303693	0.20176478	0.021330249	0.982982214	0.99595599
simj	517.5982203	0.182741735	0.152810474	1.195871785	0.231746597	0.706974665
CG11811	422.1787306	-0.158177636	0.142119837	-1.112987739	0.265713696	0.744663355
CR44544	9.989460193	0.432693293	0.839435596	0.515457404	0.606233428	0.916096535
tna	4687.627899	0.181709163	0.090942607	1.998064156	0.045709705	0.339266125
Blos4	34.82661924	-0.468526506	0.461252141	-1.015770906	0.309738493	0.777516072
galla-2	410.7324925	-0.294624273	0.157536161	-1.870200916	0.061455923	0.396691049
Cpr67Fb	12.68546783	-0.052432248	0.734615828	-0.071373698	0.943100342	0.98687859
CG14147	2.224537646	-2.538058066	1.879470969	-1.350410891	0.176884219	0.634276751
Fad2	10.19734942	-1.4247366	1.134957732	-1.255321286	0.209362151	0.678467719
CG7888	1511.336981	0.101159039	0.096901786	1.043933687	0.296516071	0.767335893
Blos2	63.50719157	-0.05501047	0.315278227	-0.174482299	0.86148644	0.968255871
SuUR	89.55211447	-0.0174947	0.311833702	-0.056102661	0.955260024	0.990054771
Mocs1	124.1526385	-0.255169094	0.233432253	-1.093118413	0.274341813	0.750071484
CG7839	50.75813204	0.297229422	0.373701193	0.795366534	0.426400321	0.846620743
CG33947	47.11720607	0.023343608	0.367794177	0.063469216	0.949392872	0.987943977
APP-BP1	109.0580104	-0.0517198	0.233140402	-0.221839712	0.824438664	0.964127087
CG12522	5.664350214	-2.26375763	1.305675863	-1.733782246	0.082956727	0.455311774
CG7638	639.8718002	0.161719276	0.150301283	1.075967364	0.281941852	0.757131494
mRpL2	344.0067637	0.144856776	0.145636206	0.9946481	0.319907445	0.783416393
NaPi-III	3225.653491	-0.017289995	0.085484924	-0.20225783	0.839715166	0.964717097
nol	21.78593306	0.903582071	0.575307375	1.570607489	0.116273849	0.537311381
IRSp53	255.5894856	0.059271346	0.192114904	0.308520289	0.757686464	0.954277988
Alg10	177.4512616	0.130948174	0.223273855	0.586491303	0.557545404	0.902793045
CG7616	27.18428598	-0.048334317	0.466095687	-0.103700416	0.917407096	0.981646891
CG14142	20.79864654	0.088995647	0.523480705	0.170007502	0.865004237	0.969038021
CG7607	1391.741142	-0.210205796	0.115122461	-1.825932084	0.067860493	0.419538051
CG14141	757.0342047	-0.500694173	0.127405454	-3.929927304	8.50E-05	0.004129136
CG7600	532.2007357	0.032530185	0.125014605	0.260211074	0.794700963	0.958870065
CG42671	679.8347692	-0.088586397	0.136167213	-0.650570686	0.515323659	0.886139932
scyl	5581.433879	-0.150927802	0.098720614	-1.528837758	0.126304669	0.552288075
CG7560	47.22156785	0.231895454	0.442946648	0.523529087	0.600606115	0.914625898
chrb	2865.635001	-0.14690454	0.090745784	-1.618858015	0.105477816	0.512891535
Sgs7	0.987421664	0.316781612	2.734302997	0.115854612	0.907767768	NA
CG7394	257.2802421	-0.130699335	0.175212602	-0.745947112	0.455699364	0.859719083
CG33267	338.4518504	-0.178458892	0.179981035	-0.991542759	0.321420624	0.783599869
CG7368	260.8608758	0.213524087	0.188657211	1.131809834	0.257714392	0.735550874
PCID2	109.921601	0.020355399	0.247093431	0.082379362	0.934345047	0.984836181
CG18815	1488.470592	-0.240248564	0.1025161	-2.343520319	0.019102722	0.204782767
CG32091	138.7102791	0.001924913	0.241220917	0.007979876	0.993633047	0.99833283
CG7339	48.44446677	0.182957181	0.344134548	0.53164433	0.594972356	0.911488873
TfIIEalpha	234.3858512	-0.065447356	0.173921679	-0.37630361	0.706691195	0.944920395
Sugb	123.7586706	-0.044453206	0.231177945	-0.192289995	0.847515055	0.965669409
CG14135	67.21487275	-0.056648069	0.315984274	-0.179274963	0.857721805	0.967084386
mtTFB1	354.6512777	-0.094634901	0.142229192	-0.665369044	0.505814479	0.88366824
Bmcp	241.0712001	0.071235265	0.180974273	0.393620949	0.693860913	0.942704207
CG32087	6.174990004	0.385082874	0.956745961	0.402492291	0.68732176	0.942704207
CG14131	11.42565248	1.825428292	1.17395859	1.554934141	0.119961755	0.542083829
CG10907	27.34128333	-0.063271095	0.534895612	-0.118286809	0.905840409	0.978296246
Klp68D	2257.567763	-0.129933142	0.098660187	-1.31697644	0.187846522	0.650485671
CG14130	129.1361734	-0.25084803	0.234989351	-1.067486799	0.285752071	0.760285064
RpL10Ab	6114.50618	0.07955579	0.124520174	0.638898803	0.522888767	0.889791886
CG14125	772.1701082	1.765860579	0.942993308	1.872611993	0.061121984	0.395526809
CG6938	1.639100325	0.297921331	2.237470049	0.133150981	0.894073977	NA
CG6931	11.57199885	0.258791007	0.768601263	0.336703853	0.736340159	0.951475969
CG6928	386.1473861	0.029244212	0.140931356	0.207506782	0.835614096	0.964717097
l(3)j2D3	72.7792808	-0.323387994	0.318719068	-1.014649033	0.310273157	0.778306652
ssp	304.332785	-0.221508488	0.19249112	-1.15074653	0.249836528	0.727994563
CG11560	111.4969155	-0.000947356	0.235907453	-0.004015794	0.996795868	0.998496428
CG34241	0	NA	NA	NA	NA	NA
Lsp2	401.1639288	-0.880739897	0.621882205	-1.416248754	0.156702686	0.599235458
CG11534	157.5341554	-0.04281853	0.218644139	-0.195836624	0.844738044	0.965486742
Atg12	461.344698	0.042054793	0.166246804	0.252966022	0.80029447	0.960692419
RhoGAP68F	1112.450276	-0.047771529	0.13070066	-0.36550335	0.714735707	0.947227019
Nrx-IV	76.91629143	-0.201590837	0.299470053	-0.673158584	0.500846407	0.882187847
CG32099	20.77063937	0.753109661	0.548163372	1.373878116	0.169479525	0.620118706
CAH2	1460.650827	0.89488083	0.500485733	1.788024655	0.07377203	0.431083072
CG6910	3509.301107	-0.123182798	0.156585529	-0.786680605	0.43146886	0.848280954
Est-6	1648.573298	0.362165155	0.161158891	2.247255195	0.024623723	0.237042484
CG11529	10.64322751	0.313113842	0.796945344	0.392892492	0.694398887	0.942704207
CG32100	130.9777192	0.116179457	0.226354809	0.513262598	0.607767643	0.916096535
INPP5E	501.7845402	-0.168679107	0.130862492	-1.288979786	0.197405114	0.662648252
